docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
20032,,,,"Spillane, Mickey,",New York E,1951,1918,1951,,"Hammer, Mi",The big kill,us,m,hardboiled | chimyst | teamred
20008,,,,"Davis, Dorothy Salisbury,",New York C,1951,1916,1951,,1951;Myste,A gentle murderer,us,f,teamblack | chimyst
20002,,,,"Asimov, Isaac,",Garden Cit,1951,1920,1951,,Science fi,Foundation,us,m,teamred | chiscifi
20026,,,,"Merwin, Sam,",Garden Cit,1951,1910,1951,,Science fi,The house of many worlds,us,m,chirandom | teamred | chiscifi
20021,,,,"MacDonald, John D.",New York G,1951,1916,1951,,Science fi,Wine of the dreamers,us,m,teamblack | chiscifi
23468,,,,"Allingham, Margery,",Garden Cit,1952,1904,1952,,England;En,The tiger in the smoke,uk,f,teamred | chimyst | cozy
20044,,,,"Asimov, Isaac,",Garden Cit,1952,1920,1952,,"Seldon, Ha",Foundation and empire,us,m,chirandom | teamblack | chiscifi
20049,,,,"Brown, Fredric,",New York E,1952,1906,1952,,Mystery fi,Deep end,us,m,teamred | chimyst
20065,,,,"Jones, Raymond F.",Philadelph,1952,1915,1952,,Science fi,Son of the stars,us,m,teamblack | chiscifi
20078,,,,"Spillane, Mickey,",New York E,1952,1918,1952,,"Hammer, Mi",Kiss me: deadly,us,m,chirandom | hardboiled | teamblack | chimyst
20079,,,,"Vonnegut, Kurt,",New York D,1952,1922,1952,,"Satire, Am",Player piano,us,m,chirandom | teamblack | chiscifi
20075,,,,"Powell, Richard,",New York S,1952,1908,1952,,Mystery fi,A shot in the dark,us,m,chirandom | teamblack | chimyst
20070,,,,"Malamud, Bernard",New York: ,1952,1914,1952,,Romance No,The natural,us,m,chirandom | teamblack
20106,,,,"Lowndes, Robert W,",Philadelph,1953,1916,1953,,Science fi,Mystery of the third mine,us,m,teamred | chiscifi
20114,,,,"Pangborn, Edgar,",Garden Cit,1953,1909,1953,,Science fi,West of the sun,us,m,chirandom | teamblack | chiscifi
20083,,,,"Asimov, Isaac,",Garden Cit,1953,1920,1953,,"Seldon, Ha",Second foundation,us,m,chirandom | teamred | chiscifi
20089,,,,"Brown, Fredric,",New York E,1953,1906,1953,,Science fi,The lights in the sky are,us,m,chirandom | teamred | chiscifi
20088,,,,"Bradbury, Ray,",New York B,1953,1920,1953,,Political ,Fahrenheit 451,us,m,teamblack | chiscifi
23474,,,,"Goudge, Elizabeth,",New York C,1953,1900,1953,,Music;Larg,The heart of the family,uk,f,chirandom | teamred
20102,,,,"Lasswell, Mary,",Boston Hou,1953,1905,1953,,Fishers;Wi,Tooner Schooner,us,f,chirandom | teamred
20136,129,,,"Foote, Shelby,",New York Dial Press 1954,1954,1916,1954,,Mississippi,Jordan County,us,m,chirandom | teamred
20139,,,,"Heinlein, Robert A.",New York; ,1954,,1954,,Science fi,The star beast,us,m,teamblack | chiscifi
20162,,,,"Reilly, Helen,",New York R,1954,1890,1954,,Scottish A,Tell her it's murder,us,f,teamblack | chimyst
20163,90,,,"Robbins, Harold,",New York Avon Publications 1954,1954,1916,1954,,Big business;Businessmen;New York (N.Y.);Psychological fiction,Never leave me,us,m,chirandom | teamblack
20133,,,,"Del Rey, Lester,",Philadelph,1954,1915,1954,,Science fi,Step to the stars,us,m,teamblack | chiscifi
20152,,,,"Matheson, Richard,",Garden Cit,1954,1926,1954,,Vampires;E,I am legend,us,m,teamred | pbgothic | chihorror | chiscifi
20151,,,,"Manfred, Frederick Feikem",New York M,1954,1912,1954,,,Lord Grizzly,us,m,chirandom | teamred
20176,,,,"Crane, Frances,",New York R,1955,1890,1955,,Mystery fi,Death in lilac time,us,f,teamred | chimyst
20194,,,,"McCarthy, Mary",New York: ,1955,1912,1955,,Vases|Ital,A charmed life,us,f,chirandom | teamred
20205,,,,"Stout, Rex,",New York V,1955,1886,1955,,New York (,Before midnight,us,m,teamred | chimyst
20240,,,,"MacDonald, John D.", Greenwich,1956,1916,1956,,Novels,You live once,us,m,chirandom | teamblack
20222,,,,"Del Rey, Lester,",Philadelph,1956,1915,1956,,Science fi,Mission to the moon,us,m,teamblack | chiscifi
20233,,,,"Heinlein, Robert A.",Garden Cit,1956,1907,1956,,Science fi,Double star,us,m,chirandom | teamred | chiscifi
20218,,,,"Coxe, George Harmon,",New York A,1956,1901,1956,,Mystery fi,Man on a rope,us,m,teamblack | chimyst
20219,,,,"Crane, Frances,",New York R,1956,1890,1956,,Indians of,Horror on the Ruby X,us,f,teamblack | chimyst
23487,,,,"Hoyle, Fred,",New York H,1957,1915,1957,,Science fi,The black cloud,uk,m,teamblack | chiscifi
20290,,,,"Malvern, Gladys,",Philadelph,1957,1897,1957,,,My lady: my love,us,f,chirandom | teamblack
20293,,,,"Moore, C. L.",Garden Cit,1957,1911,1957,,Science fi,Doomsday morning,us,f,teamred | chiscifi
20270,,,,"Dick, Philip K,",New York A,1957,1928,1957,,Science fi,Eye in the sky,us,m,chirandom | teamblack | chiscifi
20350,,,,"Taylor, Robert Lewis,",Garden Cit,1958,1912,1958,,Travelers,The travels of Jaimie McP,us,m,chirandom | teamred
20352,,,,"Updike, John,", Greenwich,1958,1932,1958,,Old age in,The poorhouse fair,us,m,chirandom | teamblack
20335,,,,"MacInnes, Helen,",New York H,1958,1907,1958,,Italy;Larg,North from Rome,us,f,chirandom | teamblack
20380,,,,"Kirkland, Elithe Hamilton",Garden Cit,1959,,1959,,,Love is a wild assault,us,f,chirandom | teamblack
20371,,,,"Gardner, Erle Stanley,",New York M,1959,1889,1959,,Mystery fi,The case of the deadly to,us,m,teamred | det100 | chimyst
20370,,,,"Gantz, Kenneth Franklin,",Garden Cit,1959,1905,1959,,Science fi,Not in solitude,us,m,teamred | chiscifi
20374,,,,"Heinlein, Robert A.",New York P,1959,1907,1959,,Juvenile w,Starship troopers,us,m,teamblack | chiscifi
21104,,,,"Himes, Chester B."," Chatham, ",1973,1909,1959,,,The crazy kill,us,m,chirandom | hardboiled | chimyst | teamred
BlochPsycho1959,,,,"Bloch, Robert,",,1959,1917,1959,,,Psycho,us,m,teamblack | pbgothic
JacksonHillHouse1959,,,,"Jackson, Shirley,",,1959,1916,1959,,,The Haunting of Hill House,us,f,teamblack | pbgothic
20390,,,,"Nin, Anais,"," Denver, S",1959,1903,1959,,Arts;Balle,Children of the albatross,us,f,chirandom | teamred
20393,,,,"Stout, Rex,",New York V,1959,1886,1959,,Large type,Plot it yourself,us,m,teamred | chimyst
20427,,,,"Sheckley, Robert,",New York B,1960,1928,1960,,Science fi,Store of infinity,us,m,teamblack | chiscifi
20428,,,,"Sigal, Clancy,",Boston Hou,1960,1926,1960,,England --,Weekend in Dinlock,us,m,chirandom | teamblack
20414,,,,"MacInnes, Helen,",New York H,1960,1907,1960,,Conspiraci,Decision at Delphi,us,f,chirandom | teamblack
20417,,,,"McBain, Ed,",New York S,1960,1926,1960,,United Sta,Give the boys a great big,us,m,teamblack | chimyst
20433,,,,"Vance, Jack,",New York R,1960,1916,1960,,Mystery fi,The man in the cage,us,m,teamred | chimyst
20471,,,,"Robbins, Harold,",New York S,1961,1916,1961,,Motion pic,The carpetbaggers,us,m,chirandom | teamred
20474,,,,"Stout, Rex,",New York V,1961,1886,1961,,Mystery fi,The final deduction,us,m,chirandom | teamblack | chimyst
20450,,,,"Galouye, Daniel F,",New York B,1961,1920,1961,,Science fi,Dark universe,us,m,teamred | chiscifi
20496,,,,"Garrett, Randall,",Garden Cit,1962,1927,1962,,Science fi,Unwise child,us,m,teamred | chiscifi
20481,,,,"Burroughs, William S.",Paris Olym,1962,1914,1962,,,The ticket that exploded,us,m,chirandom | teamblack
20480,,,,"Bradbury, Ray,",New York S,1962,1920,1962,,Illinois;H,Something wicked this way,us,m,teamblack | chihorror | chiscifi
20485,,,,"Clifton, Mark,",Garden Cit,1962,1906,1962,,Science fi,When they come from space,us,m,teamblack | chiscifi
20505,,,,"L'Engle, Madeleine,",New York D,1962,1918,1962,,Newbery Me,A wrinkle in time,us,f,chifantasy | teamblack | chiscifi
23507,,,,"Huxley, Aldous,",New York H,1962,1894,1962,,Utopias;Oc,Island,uk,m,chiutopia | chiscifi | teamred
20526,,,,"Stout, Rex,",New York V,1962,1886,1962,,New York (,Gambit,us,m,chirandom | teamblack | chimyst
20522,,,,"Shannon, Dell,",New York W,1962,1921,1962,,"Mendoza, L",Extra kill,us,m,teamblack | chimyst
20544,363,,,"Kerouac, Jack,","New York Farrar, Straus & Co. 1963",1963,1922,1963,,Beat generation;Page proofs (Printing),Visions of Gerard,us,m,chirandom | teamblack
20563,,,,"Vonnegut, Kurt,",New York H,1963,1922,1963,,Humorous f,Cat's Cradle,us,m,teamblack | chiscifi
20533,,,,"Caldwell, Taylor,",Garden Cit,1963,1900,1963,,British Is,Grandmother and the pries,us,f,chirandom | teamblack
20582,,,,"Fast, Howard,",Garden Cit,1964,1914,1964,,,Agrippa's daughter,us,m,chirandom | teamblack
23514,,,,"Snow, C. P.",New York C,1964,1905,1964,,Politik;En,Corridors of power,uk,m,chirandom | teamblack
20573,,,,"Clement, Hal,",New York B,1964,1922,1964,,Science fi,Close to critical,us,m,teamblack | chiscifi
20572,,,,"Burroughs, William S.",New York G,1964,1914,1964,,Science fi,Nova Express,us,m,teamblack | chiscifi
20592,,,,"Kim, Richard E.",New York G,1964,1932,1964,,Korean War,The martyred,us,m,chirandom | teamred
20665,,,,"Traver, Robert,",New York M,1965,1903,1965,,Ojibwa Ind,Laughing whitefish,us,m,chirandom | teamblack
20618,,,,"Ball, John Dudley,",New York H,1965,1911,1965,,Police;Pol,In the heat of the night,us,m,teamred | chimyst
20661,,,,"Spencer, Elizabeth,",New York T,1965,1921,1965,,Mississipp,The voice at the back doo,us,f,chirandom | teamblack
23516,,,,"Allingham, Margery,",New York M,1965,1904,1965,,England;En,The mind readers,uk,f,teamblack | chimyst
20642,,,,"MacDonald, John D.", Greenwich,1965,1916,1965,,Florida --,A deadly shade of gold,us,m,chirandom | teamred | chimyst
20648,,,,"Moore, Robin,",New York C,1965,1925,1965,,Vietnam Wa,The green berets,us,m,chirandom | teamblack
20649,,,,"Nabokov, Vladimir Vladimi",New York P,1965,1899,1965,,Russians -,The eye,us,m,chirandom | teamred
20653,,,,"Prather, Richard S,",New York T,1965,1921,1965,,"Scott, She",The meandering corpse,us,m,teamred | chimyst
20655,,,,"Raphael, Rick,",New York S,1965,1919,1965,,Science fi,Code three,us,m,teamred | chiscifi
20620,,,,"Braithwaite, E. R.  (Edwa",London Bod,1965,,1965,,,Choice of straws,guyana,m,chirandom | teamblack
20632,,,,"Friedman, Sanford,",New York E,1965,1928,1965,,Bildungsro,Totempole,us,m,chirandom | teamblack
20709,,,,"Pynchon, Thomas,",Philadelph,1966,1937,1966,,California,The crying of lot 49,us,m,chirandom | teamblack
20684,,,,"Dick, Philip K,",Garden Cit,1966,1928,1966,,Science fi,Now wait for last year,us,m,chirandom | teamblack | chiscifi
20694,,,,"Herbert, Frank,",New York B,1966,,1966,,Science fi,The eyes of Heisenberg,us,m,teamred | chiscifi
20698,,,,"MacDonald, John D.",New York F,1966,1916,1966,,Florida --,Darker than amber,us,m,teamred | chimyst
20683,,,,"Delany, Samuel R,",New York A,1966,1942,1966,,Science fi,Babel-17,us,m,teamred | chiscifi
20720,,,,"Westlake, Donald E,",New York R,1966,1933,1966,,Drug traff,The busy body,us,m,teamred | chimyst
20723,,,,"Zelazny, Roger,",New York; ,1966,1937,1966,,Science fi,This immortal,us,m,chifantasy | teamblack | chiscifi
20677,,,,"Capps, Benjamin,",New York D,1966,1922,1966,,Comanche I,A woman of the people,us,m,chirandom | teamred
20673,,,,"Asimov, Isaac,",Boston Hou,1966,1920,1966,,Movie nove,Fantastic voyage,us,m,teamred | chiscifi
20671,,,,"Alexander, Lloyd,",New York H,1966,1924,1966,,Fantasy fi,The castle of Llyr,us,m,teamred | chifantasy
20712,,,,"Schmitz, James H.",Philadelph,1966,1911,1966,,Science fi,The witches of Karres,us,m,teamred | chiscifi
20767,,,,"Vance, Jack,",Indianapol,1967,1916,1967,,Mystery fi,The Pleasant Grove murder,us,m,teamblack | chimyst
20737,132,,,"Fox, Paula,","New York Harcourt, Brace & Co. 1967",1967,1923,1967,,"Manhattan (New York, N.Y.);Suburban life;Juvenile delinquents",Poor George,us,f,chirandom | teamblack
20727,,,,"Braun, Lilian Jackson,",New York E,1967,1913,1967,,"Qwilleran,",The cat who ate Danish mo,us,f,chirandom | teamblack | chimyst
20755,,,,"Reed, Ishmael,",Garden Cit,1967,1938,1967,,African Am,The free-lance pallbearer,us,m,chifantasy | teamblack
20750,144,,,"McNichols, Charles Longstreth,"," Lincoln, University of Nebraska Press 1967",1967,1895,1967,,Mohave Indians;Arizona,Crazy weather,us,m,chirandom | teamred
20743,,,,"Levin, Ira,",New York R,1967,1929,1967,,Upper West,Rosemary's baby,us,m,teamblack | pbgothic | chihorror
20734,,,,"Ellin, Stanley,",New York R,1967,1916,1967,,Tutors and,House of cards,us,m,teamblack | chimyst
20791,,,,"Oates, Joyce Carol,",New York V,1968,1938,1968,,Suburban l,Expensive people,us,f,teamred | pbgothic | chihorror
20772,,,,"Chappell, Fred,",New York H,1968,1936,1968,,North Caro,Dagon,us,m,teamred | chihorror
20794,,,,"Peters, Elizabeth,",New York M,1968,1927,1968,,Egypt;Roma,The jackal's head,us,f,chirandom | teamblack
20820,,,,"Davis, Gwen,",New York W,1969,1936,1969,,,The pretenders,us,f,chirandom | teamred
20833,,,,"Macdonald, Ross,",New York A,1969,1915,1969,,"Archer, Le",The goodbye look,us,m,teamred | chimyst
20837,,,,"Nabokov, Vladimir Vladimi",New York M,1969,1899,1969,,Teachers;E,Ada,us,m,chirandom | teamblack
20821,,,,"Dick, Philip K,",New York B,1969,1928,1969,,Science fi,Galactic pot-healer,us,m,teamred | chiscifi
20839,,,,"Nielsen, Helen,",New York M,1969,1918,1969,,Mystery fi,Darkest hour,us,f,teamred | chimyst
23531,,,,"Du Maurier, Daphne,",Garden Cit,1969,1907,1969,,Fantasy;Ti,The house on the strand,uk,f,chifantasy | teamblack
20842,,,,"Pentecost, Hugh,",New York D,1969,1903,1969,,"Chambrun, ",Girl watcher's funeral,us,m,chirandom | teamblack | chimyst
20819,,,,"Davidson, Avram,",Garden Cit,1969,1923,1969,,Science fi,The phoenix and the mirro,us,m,teamblack | chiscifi
20855,,,,"Stout, Rex,",New York V,1969,1886,1969,,New York (,Death of a dude,us,m,teamred | chimyst
20866,,,,"Anderson, Poul,",Garden Cit,1970,1926,1970,,Science fi,Tau zero,us,m,chirandom | teamblack | chiscifi
20922,,,,"Spillane, Mickey,",New York E,1970,1918,1970,,"Hammer, Mi",Survival Zero,us,m,hardboiled | teamblack | chimyst
20919,,,,"Silverberg, Robert,",Garden Cit,1970,1935,1970,,Science fi,Downward to the earth,us,m,teamblack | chiscifi
20871,,,,"Brown, James Cooke,",Garden Cit,1970,1921,1970,,Utopias;Fu,The Troika incident,us,m,chiutopia | teamblack
20898,,,,"Kurtz, Katherine,",New York B,1970,1944,1970,,Science fi,Deryni rising,us,f,chifantasy | teamblack | chiscifi
20899,,,,"L'Amour, Louis,",New York B,1970,1908,1970,,Land settl,Galloway,us,m,chirandom | teamred
23537,,,,"White, Patrick,",New York V,1970,1912,1970,,Art;Painte,The vivisector,au,m,chirandom | teamred
20956,,,,"Geissler, Ludwig A,",New York A,1971,,1971,,Science fi,Looking beyond,us,m,chiutopia | chiscifi | teamred
20942,,,,"Corman, Avery,",New York S,1971,1935,1971,,Fantasy;Fa,Oh: God!,us,m,chifantasy | teamblack
20936,,,,"Blatty, William Peter",New York: ,1971,1928,1971,,Exorcism;D,The exorcist,us,m,teamblack | pbgothic
20961,,,,"Hjortsberg, William,",New York S,1971,1941,1971,,Science fi,Gray matters,us,m,teamred | chiscifi
20979,,,,"Pentecost, Hugh,",New York D,1971,1903,1971,,Mystery fi,The deadly joke,us,m,teamblack | chimyst
20996,,,,"Thomas, Ross,",New York M,1971,1926,1971,,United Sta,The fools in town are on ,us,m,teamblack | chimyst
20982,,,,"Pronzini, Bill,",New York R,1971,1943,1971,,Mystery fi,The stalker,us,m,teamred | chimyst
21035,,,,"Levin, Ira,",New York R,1972,1929,1972,,Married wo,The Stepford wives,us,m,teamblack | chihorror | chiscifi
21028,,,,"Highsmith, Patricia,",New York A,1972,1921,1972,,,A dog's ransom,us,f,chirandom | teamred | crime
21043,501,,,"Millhauser, Steven,",New York Alfred A. Knopf 1972,1972,1943,1972,,Boys;Authors;Historical fiction,Edwin Mullhouse,us,m,chirandom | teamred
21116,,,,"Malzberg, Barry N,",New York R,1973,1939,1973,,Science fi,Herovit's world,us,m,chirandom | teamblack | chiscifi
21143,,,,"Stout, Rex,",New York V,1973,1886,1973,,New York (,Please pass the guilt,us,m,teamred | chimyst
21142,,,,"Spencer, Scott,",Boston Hou,1973,1945,1973,,,Last night at the brain t,us,m,chirandom | teamblack
21088,,,,"Davis, Dorothy Salisbury,",New York C,1973,1916,1973,,Mystery fi,The little brothers,us,f,chirandom | teamblack | chimyst
21147,,,,"Vonnegut, Kurt,",New York D,1973,1922,1973,,Science fi,Breakfast of Champions,us,m,teamred | chiscifi
21094,,,,"Gardner, John,",New York A,1973,1933,1973,,Jason (Gre,Jason and Medeia,us,m,chirandom | teamred | chifantasy
21114,,,,"MacDonald, John D.",New York L,1973,1916,1973,,Florida --,The scarlet ruse,us,m,chirandom | teamred | chimyst
21079,,,,"Berryman, John,",New York F,1973,1914,1973,,Psychologi,Recovery,us,m,chirandom | teamred
21127,,,,"Platt, Kin,",New York R,1973,1911,1973,,Mystery fi,The Princess Stakes murde,us,m,teamblack | chimyst
21126,,,,"Piercy, Marge,",New York; ,1973,1936,1973,,United Sta,Small changes,us,f,chirandom | teamred
21221,,,,"Stark, Richard,",New York R,1974,1933,1974,,Criminals;,Butcher's moon,us,m,chirandom | teamblack | crime
21187,,,,"Le Guin, Ursula K.",New York  ,1974,1929,1974,,Extraterre,The Dispossessed,us,f,chiutopia | chiscifi | teamred
21211,,,,"Platt, Kin,",New York R,1974,1911,1974,,California,The giant kill,us,m,teamred | chimyst
21179,,,,"Harrison, Harry,",Garden Cit,1974,1925,1974,,Mystery fi,Queen Victoria's revenge,us,m,teamblack | chimyst
21288,,,,"Stasheff, Christopher,",New York G,1975,1944,1975,,Gallowglas,The warlock in spite of h,us,m,chirandom | chifantasy | teamblack
21286,,,,"Silverberg, Robert,",New York H,1975,1935,1975,,Science fi,The stochastic man,us,m,teamblack | chiscifi
21318,,,,"Farris, John,",Chicago Pl,1976,,1976,,Psychics -,The fury,us,m,teamblack | chihorror
21362,,,,"Rice, Anne",New York: ,1976,1941,1976,,Vampires;L,Interview with the vampir,us,f,teamblack | pbgothic
21351,,,,"Niven, Larry,",New York H,1976,1938,1976,,Science fi,A world out of time,us,m,teamblack | chiscifi
21356,,,,"Platt, Kin,",New York R,1976,1911,1976,,Mystery fi,The body beautiful murder,us,m,teamblack | chimyst
21355,,,,"Piercy, Marge,",New York A,1976,1936,1976,,Psychiatri,Woman on the edge of time,us,f,chiutopia | chiscifi | teamred
21335,,,,"L'Amour, Louis,",New York S,1976,1908,1976,,Fugitives ,To the Far Blue Mountains,us,m,chirandom | teamblack
21379,,,,"Vonnegut, Kurt,",New York :,1976,1922,1976,,Fantasy fi,Slapstick,us,m,chifantasy | teamblack
21304,,,,"Butler, Octavia E,",Garden Cit,1976,1947,1976,,Science fi,Patternmaster,us,f,teamred | chifantasy | chiscifi
21341,,,,"Lutz, John,",New York P,1976,1939,1976,,Saint Loui,Buyer beware,us,m,teamred | chimyst
21330,279,,,"Jenkins, Dan,",New York Atheneum 1976,1976,1929,1976,,Humorous fiction;Television broadcasting,Limo,us,m,chirandom | teamred
21453,,,,"Michaels, Fern,",New York B,1977,,1977,,Romance fi,Captive passions,us,f,chirandom | teamblack
21473,,,,"Segal, Erich,",New York H,1977,1937,1977,,Grief,Oliver's story,us,m,chirandom | teamred
21443,,,,"Leiber, Fritz,",New York B,1977,1910,1977,,Science fi,Our lady of darkness,us,m,teamred | chifantasy | chiscifi
21470,,,,"Saul, John,",New York D,1977,1942,1977,,Children;P,Suffer the children,us,m,teamred | chihorror
21412,,,,"Dick, Philip K,",Garden Cit,1977,1928,1977,,Science fi,A scanner darkly,us,m,teamblack | chiscifi
21469,,,,"Sanders, Lawrence,",New York P,1977,1920,1977,,United Sta,The second deadly sin,us,m,teamred | chimyst
21417,,,,"Donaldson, Stephen R,",New York H,1977,1947,1977,,Space and ,The power that preserves,us,m,chirandom | chifantasy | teamblack | chiscifi
21423,,,,"Foster, Alan Dean,",New York B,1977,1946,1977,,Science fi,The end of the matter,us,m,chirandom | teamred | chiscifi
21390,,,,"Anthony, Piers,",New York B,1977,1934,1977,,Fantasy;Xa,A spell for Chameleon,us,m,chifantasy | teamblack
21416,,,,"Donaldson, Stephen R,",New York H,1977,1947,1977,,Fantasy li,The Illearth war,us,m,chifantasy | teamblack
21569,,,,"Sanchez, Thomas,",New York E,1978,1943,1978,,Los Angele,Zoot-suit murders,us,m,teamblack | chimyst
21565,,,,"Peters, Elizabeth,",New York D,1978,1927,1978,,"Bliss, Vic",Street of the five moons,us,f,teamred | chimyst
21560,,,,"Mcdonald, Gregory,",New York A,1978,1937,1978,,Private in,Fletch's fortune,us,m,teamred | chimyst
21500,,,,"Bova, Ben,",New York P,1978,1932,1978,,Science fi,Colony,us,m,teamred | chiscifi
21494,,,,"Bayer, William,",New York E,1978,1939,1978,,Tangier (M,Tangier,us,m,chirandom | teamblack
21578,,,,"Strieber, Whitley",New York: ,1978,1945,1978,,Werewolves,The wolfen,us,m,teamred | pbgothic
21579,,,,"Swift, Edward,",New York V,1978,1943,1978,,Librarians,Splendora,us,m,chirandom | teamred
21501,,,,"Brown, Wesley,",New York R,1978,1945,1978,,Bildungsro,Tragic magic,us,m,chirandom | teamred
21511,,,,"Daniels, Les,",New York C,1978,1943,1978,,Spain -- H,The black castle,us,m,teamred | chihorror
21589,,,,"Wilcox, Collin,",New York R,1978,1924,1978,,"Hastings, ",The watcher,us,m,teamred | chimyst
21542,,,,"King, Stephen,",Garden Cit,1978,1947,1978,,Biological,The stand,us,m,teamred | chihorror
21552,,,,"Lustbader, Eric,",Garden Cit,1978,1946,1978,,Science fi,Shallows of night,us,m,teamred | chiscifi
21519,,,,"Estleman, Loren D,",Garden Cit,1978,1952,1978,,England;Dr,Sherlock Holmes vs. Dracu,us,m,teamred | chimyst | chihorror
21488,,,,"Adler, Warren,",New York P,1978,1927,1978,,,The Casanova embrace,us,m,chirandom | teamblack
21670,,,,"Schulman, J. Neil 1953-  ",New York C,1979,,1979,,Science fi,Alongside night,us,m,teamblack | chiscifi
21620,591,,,"Gordon, Noah,",New York Random House 1979,1979,1926,1979,,Diamonds,The Jerusalem diamond,us,m,chirandom | teamred
21685,,,,"Zebrowski, George,",New York H,1979,1945,1979,,Science fi,Macrolife,us,m,teamred | chiscifi
21611,,,,"Dickson, Gordon R,",Garden Cit,1979,1923,1979,,Science fi,Masters of Everon,us,m,teamblack | chiscifi
21607,,,,"Cline, C. Terry,",Garden Cit,1979,1935,1979,,Visions,Cross current,us,m,chirandom | teamblack
21631,,,,"King, Stephen,",New York V,1979,1947,1979,,Science fi,The dead zone,us,m,teamblack | chihorror | chiscifi
21672,,,,"Stasheff, Christopher,",Garden Cit,1979,1944,1979,,Science fi,A wizard in Bedlam,us,m,teamred | chifantasy | chiscifi
21603,,,,"Braverman, Kate,",New York H,1979,1950,1979,,Los Angele,Lithium for Medea,us,f,chirandom | teamblack
21739,768,,,"Jakes, John,",New York Y : Jove Publications 1980,1980,1932,1980,,Kent family (Fictitious characters);United States;Adventure fiction;Epic fiction;Historical fiction,The Americans,us,m,chirandom | teamblack
21749,,,,"Kurland, Michael,",New York M,1980,1938,1980,,Science fi,The last President,us,m,teamred | chiscifi
21686,,,,"Andrews, V. C.  (Virginia",New York S,1980,,1980,,Mothers an,Petals on the wind,us,f,teamred | chihorror
21734,,,,"Herzog, Arthur,",New York R,1980,1927,1980,,Suspense f,Aries rising,us,m,chirandom | teamred
21845,,,,"Harris, Thomas",New York: ,1981,1940,1981,,Government,Red dragon,us,m,chimyst | pbgothic | teamred
21851,,,,"Jones, Robert F.",New York S,1981,1934,1981,,Alaska;Adv,Slade's glacier,us,m,chirandom | teamred
21904,,,,"Valin, Jonathan,",New York D,1981,1947,1981,,"Stoner, Ha",Dead Letter,us,m,teamblack | chimyst
21877,,,,"Niven, Larry,",New York T,1981,1938,1981,,Science fi,Oath of fealty,us,m,teamred | chiscifi
21876,,,,"Niven, Larry,",New York; ,1981,1938,1981,,Science fi,Dream Park,us,m,teamblack | chiscifi
21905,,,,"Vardeman, Robert E,",New York P,1981,1947,1981,,Science fi,The Klingon gambit,us,m,chirandom | teamred | chiscifi
21900,,,,"Strieber, Whitley",New York: ,1981,1945,1981,,Vampires,The hunger,us,m,teamblack | pbgothic
21864,,,,"May, Julian,",Boston Hou,1981,1931,1981,,Science fi,The many-colored land,us,f,teamred | chiscifi
21866,,,,"McIntyre, Vonda N,",New York P,1981,1948,1981,,Science fi,The entropy effect,us,f,teamred | chiscifi
21967,,,,"Hubbard, L. Ron,",New York S,1982,1911,1982,,Science fi,Battlefield earth,us,m,chirandom | teamred | chiscifi
21999,,,,"Montalbano, William D,",New York A,1982,1941,1982,,Drug traff,Trap line,us,m,teamblack | chimyst
21929,,,,"Bishop, Michael,",New York T,1982,1945,1982,,Science fi,No enemy but time,us,m,teamblack | chiscifi
21920,,,,"Andrews, V. C.  (Virginia",New York P,1982,,1982,,Horror fic,My sweet Audrina,us,f,teamblack | chihorror
22029,,,,"Wilcox, Collin,",New York R,1982,1924,1982,,"Hastings, ",Stalking horse,us,m,teamblack | chimyst
21981,,,,"Lorrah, Jean,",Garden Cit,1982,1938,1982,,Science fi,Channel's destiny,us,f,teamblack | chiscifi
22133,,,,"Spellman, Cathy Cash,",New York D,1983,1941,1983,,Irish Amer,So many partings,us,f,chirandom | teamred
22054,,,,"Coldsmith, Don,",Garden Cit,1983,1926,1983,,Indians of,Follow the wind,us,m,chirandom | teamblack
22097,,,,"MacLeod, Charlotte,",Garden Cit,1983,1922,1983,,"Shandy, Pe",Something the cat dragged,us,f,chirandom | teamred | chimyst
22073,,,,"Foster, Alan Dean,",New York Y,1983,1946,1983,,Science fi,For love of mother-not,us,m,chirandom | teamred | chiscifi
22107,324,,,"Meade, Marion,",New York Morrow 1983,1983,1934,1983,,,Sybille,us,f,chirandom | teamblack
22103,,,,"May, Julian,",Boston Hou,1983,1931,1983,,Science fi,The nonborn king,us,f,teamblack | chiscifi
22168,,,,"Cherryh, C. J,",New York Y,1984,1942,1984,,Science fi,Chanur's venture,us,f,teamred | chifantasy | chiscifi
22221,,,,"MacLeod, Charlotte,",Garden Cit,1984,1922,1984,,Boston (Ma,The Convivial Codfish,us,f,teamred | chimyst
22241,,,,"Muller, Marcia,",New York S,1984,1944,1984,,San Franci,Games to keep the dark aw,us,f,teamred | chimyst
22193,,,,"Gibson, William",New York: ,1984,1948,1984,,Informatio,Neuromancer,us,m,teamred | pbgothic | chiscifi
22305,,,,"Benford, Gregory,",New York; ,1985,1941,1985,,Archaeolog,Artifact,us,m,teamblack | chiscifi
22340,,,,"Effinger, George Alec,",Garden Cit,1985,1947,1985,,Science fi,The nick of time,us,m,chirandom | teamblack | chiscifi
22325,,,,"Collins, Max Allan,",New York W,1985,1968,1985,,Mallory (F,A shroud for Aquarius,us,m,chirandom | teamred | chimyst
22332,,,,"Dick, Philip K,",Chicago; I,1985,1928,1985,,Nineteen f,Puttering about in a smal,us,m,chirandom | teamblack
