docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
11782,,,,"Orwell, George,",London Secker & Warburg 1945,1945,1903,1945,,"Satires;Political fiction;Dictators;Utopias;Totalitarianism;Engelse fiksie;Totalitarismus;Satire, Engels;English fiction;Fables;Belletristische Darstellung;Satire;English fiction -- 20th century;Domestic animals;Tonkassette",Animal farm,uk,,chiutopia
10181,,,,"Rand, Ayn,",New York New American Library 1946,1946,,1946,,"Individualism;Time travel;Individuality;Science fiction, Russian;Men -- Psychology;Dystopian fiction;Science fiction;Man-woman relationships;American literature -- 20th century",Anthem,us,,chiscifi
10803,,,,"Busch, Niven,",New York; London Harper & Bros. 1946,1946,1903,1946,,San Francisco (Calif.);War correspondents,Day of the conquerors,us,,chirandom
10808,,,,"Cummings, Ray,",London Gerald G. Swan 1946,1946,,1946,,"Science fiction;Science fiction, American;Time",The shadow girl,us,,chiscifi
10814,,,,"Fair, A. A.",New York W. Morrow 1946,1946,1889,1946,,Mystery fiction,Crows can't count,us,m,chimyst | det100
10827,,,,"Sherman, Harold M.",Chicago Century Publications 1946,1946,1898,1946,,"Science fiction;Science fiction, American",The green man,us,,chiscifi
10828,,,,"Stout, Rex,",New York Viking Press 1946,1946,1886,1946,,"New York (N.Y.);Mystery fiction;Wolfe, Nero (Fictitious character)",The silent speaker,us,m,chimyst | det100
10829,,,,"Taine, John,",Buffalo; Providence ok Co. & G.H.E.k Co. & G.H.E. 1946,1946,1883,1946,,"Science fiction;Science fiction, English",The time stream,us,,chiscifi
10832,,,,"Van Vogt, A. E. 1912-  (Alfred Elton),","New York Doubleday, Page & Co. 1946",1946,,1946,,"Science fiction;Science fiction, American",Slan,us,,chiscifi
10834,,,,"Wellman, Manly Wade,",New York Popular Library 1946,1946,1903,1946,,Science fiction,The solar invasion,us,,chiscifi
11803,,,,"Forester, C. S.","Boston Little, Brown 1946",1946,1899,1946,,"Great Britain -- History, Naval -- 19th century;Naval history;Great Britain;Hornblower, Horatio (Fictitious character);Napoleonic Wars, 1800-1815;Large type books",Lord Hornblower,uk,,chirandom
11809,,,,"Koestler, Arthur,",New York Macmillan Co. 1946,1946,1905,1946,,Jews;Jewish fiction;Middle East -- Palestine;Jews -- Palestine;Judios -- Palestina -- Novela,Thieves in the night,uk,,chirandom
10853,,,,"Heinlein, Robert A.",New York; N.Y. . : ACE Books 1947,1947,,1947,,"Science fiction;Science fiction, American;Interplanetary voyages",Rocket ship Galileo,us,,chiscifi | chirandom
10862,,,,"Myers, John Myers,",New York E.P. Dutton 1947,1947,1906,1947,,,The wild Yazoo,us,,chirandom
10874,,,,"Taine, John,",Pa. Fantasy Press 1947,1947,1883,1947,,Science fiction,The forbidden garden,us,,chiscifi
11829,,,,"Hartley, L. P.","London: Putnam, 1947",1947,1895,1947,,Domestic fiction|Brothers and sisters,Eustace and Hilda,uk,,chirandom
10877,,,,"Van Vogt, A. E. 1912-2000.  (Alfred Elton),"," Reading, Fantasy Press 1947",1947,1912,1947,,"Fantasy fiction, American;Fantasy fiction",The book of Ptath,us,,chifantasy
11836,,,,"Robins, Denise,"," Leicester, Eng. : Ulverscroft 1947",1947,1897,1947,,Large type books,More than love,uk,,chirandom
10883,,,,"Brown, Fredric,",New York E.P. Dutton 1948,1948,1906,1948,,Chicago (Ill.);Mystery fiction;Private investigators -- Illinois -- Chicago;Illinois -- Chicago,The dead ringer,us,,chimyst
10889,,,,"Chandler, Raymond,",London Penguin in association with Hamish Hamilton 1948,1948,1888,1939,,"Los Angeles (Calif.);Photoplay editions;Marlowe, Philip (Fictitious character);Mystery fiction;California -- Los Angeles",The big sleep,us,m,chimyst | det100
10922,,,,"Wilder, Thornton,","New York: Harper & Bros., 1948",1948,1897,1948,,Heads of state|Epistolary fiction|Generals|Biographical fiction|Romance Norte Americano|Rome -- History -- 53-44 B.C.|Literatura Norte Americana,The ides of March,us,m,chirandom
10911,,,,"Queen, Ellery,","Boston Little, Brown 1948",1948,,1948,,Sculptor;Amnesia;Mystery fiction;Novelists,Ten days' wonder,us,m,chimyst | chirandom | det100
10916,,,,"Skinner, B. F.",New York Macmillan Co. 1948,1948,1904,1948,,Gesellschaft;Utopias;Utopian fiction;Utopies;USA,Walden Two,us,,chiutopia | chirandom
10917,,,,"Smith, E. E.",Pa. Fantasy Press 1948,1948,1890,1948,,Science fiction;Space ships;Space warfare,Skylark three,us,,chiscifi
10923,,,,"Williamson, Jack,",Pa. Fantasy Press 1948,1948,1908,1948,,Werewolves;Reporters and reporting;Horror fiction;Journalists;Archaeology;Fantasy fiction;Science fiction;Archaeologists;Fantastic fiction,Darker than you think,us,,chifantasy | chihorror | chiscifi
11860,,,,"Mitchell, Gladys,",London M. Joseph 1948,1948,1901,1948,,"Mystery and detective fiction -- Great Britain;Mystery fiction;Bradley, Beatrice Lestrange (Fictitious character)",The Dancing Druids,uk,,chimyst
10951,,,,"Myers, John Myers,",New York E.P. Dutton 1949,1949,1906,1949,,Fantasy fiction;Survival,Silverlock,us,,chifantasy
10954,,,,"Palmer, Stuart,",New York M.S. Mill 1949,1949,1905,1949,,"Women teachers;Mystery fiction;Withers, Hildegarde (Fictitious character);Los Angeles (Calif.);California -- Los Angeles;New York (State)",Four lost ladies,us,,chimyst | chirandom
10962,,,,"Stout, Rex,",New York Viking Press 1949,1949,1886,1949,,"New York (N.Y.);Private investigators;Mystery fiction;Wolfe, Nero (Fictitious character)",The second confession,us,m,chimyst | det100
10968,,,,"Zagat, Arthur Leo,",Pa. Fantasy Press 1949,1949,1896,1949,,"Science fiction;Science fiction, American",Seven out of time,us,,chiscifi
11096,,,,"Orwell, George,","New York Harcourt, Brace & Co. 1949",1949,1903,1949,,Science fiction;Totalitarianism;Political fiction;Dystopias;London (England),Nineteen eighty-four,uk,,chiscifi
11877,,,,"Christie, Agatha,"," Leicester, Ulverscroft 1949",1949,1890,1949,,Murder;Large type books;Mystery fiction,Crooked house,uk,,chimyst | chirandom
11882,,,,"Ferrars, E. X,","Garden City; N.Y. Doubleday, Page & Co. 1949",1949,,1949,,,The March Hare murders,uk,,chirandom | chimyst
11896,,,,"Wentworth, Patricia,",Philadelphia Lippincott 1949,1949,,1949,,"Silver, Maud (Fictitious character)",The Catherine-wheel,uk,,chirandom
11900,,,,"Wright, S. Fowler,",New York World Editions 1949,1949,1874,1949,,"Science fiction;Science fiction -- Periodicals, etc",The Amphibians,uk,,chiscifi
10202,,,,"Castor, Henry,","Garden City; New York Doubleday, Page & Co. 1950",1950,1909,1950,,"Spanish-American War, 1898",The year of the Spaniard,us,,chirandom
10970,,,,"Asimov, Isaac,","Garden City; N.Y. Doubleday, Page & Co. 1950",1950,1920,1950,,"Science fiction;Science fiction, American;Robots",I: robot,us,,chiscifi
10983,,,,"Coxe, George Harmon,",New York Alfred A. Knopf 1950,1950,1901,1950,,Mystery fiction,The frightened fiancï¿½e,us,,chimyst
10986,,,,"Fast, Howard,","Boston Little, Brown & Co. 1950",1950,1914,1950,,"United States;United States -- History -- Revolution, 1775-1783;History;Historical fiction",The proud and the free,us,,chirandom
10993,,,,"Howard, Robert E.",New York Gnome Press 1950,1950,1906,1950,,Fantasy fiction;Conan (Fictitious character),Conan the conqueror,us,,chifantasy
11004,,,,"Phillips, Rog,",Chicago Century Publications 1950,1950,1909,1950,,"Science fiction;Science fiction, American;Fantasy fiction;Fantastic fiction",Worlds within,us,,chifantasy | chiscifi
11013,,,,"Van Vogt, A. E. 1912-2000.  (Alfred Elton),",New York Greenberg 1950,1950,1912,1950,,Science fiction,The house that stood still,us,,chiscifi | chirandom
11098,,,,"Lessing, Doris,",New York Crowell 1950,1950,1919,1950,,Murder;Mystery fiction;Married people -- Zimbabwe;Zimbabwe -- History;Zimbabwe;Africa -- Social life and customs;Africa;Race relations;Married people;Domestic fiction;Murder -- Zimbabwe;English fiction -- Women authors;South Africa,The grass is singing,uk,,chimyst | chirandom
11099,,,,"Lewis, C. S.",London G. Bles 1950,1950,1898,1950,,Fantasy;Fantasy fiction,The lion: the witch and the wardrobe,uk,,chifantasy
11903,,,,"Bentley, E. C.",New York Alfred A. Knopf 1950,1950,1875,1950,,Gangs;Amnesia;Bishops;Fantasy fiction,Elephant's work,uk,,chifantasy
11907,,,,"Crispin, Edmund,",London V. Gollancz 1950,1950,1921,1950,,"Fen, Gervase (Fictitious character);England;Oxford (England);Mystery fiction;England -- Oxford",Frequent hearses,uk,,chimyst
11921,,,,"Pragnell, Festus,",New York  1950,1950,,1950,,Fantasy fiction;Fantastic fiction,The green man of Graypec,uk,,chifantasy
11927,,,,"Stapledon, Olaf,",London Methuen 1950,1950,1886,1950,,"Science fiction;Science fiction, English",A man divided,uk,,chiscifi
11928,,,,"Symons, Julian,",New York Harper & Bros. 1950,1950,1912,1950,,Advertising agencies;Mystery fiction,The 31st of February,uk,,chimyst
11932,,,,"Wentworth, Patricia,",Philadelphia Lippincott 1950,1950,,1950,,"Silver, Maud (Fictitious character);Mystery fiction;England",Through the wall,uk,,chimyst | chirandom
20002,,,,"Asimov, Isaac,","Garden City; N.Y. Doubleday, Page & Co. 1951",1951,1920,1951,,"Science fiction;Science fiction, American;Life on other planets;Seldon, Hari (Fictitious character);Psychological fiction",Foundation,us,,chiscifi
20008,,,,"Davis, Dorothy Salisbury,",New York Charles Scribner's Sons 1951,1951,,1951,,1951;Mystery fiction,A gentle murderer,us,,chimyst
20021,,,,"MacDonald, John D.",New York Greenberg 1951,1951,1916,1951,,"Science fiction;Science fiction, American",Wine of the dreamers,us,,chiscifi
20026,,,,"Merwin, Sam,","Garden City; N.Y. Doubleday, Page & Co. 1951",1951,1910,1951,,"Science fiction;Science fiction, American",The house of many worlds,us,,chiscifi | chirandom
20032,,,,"Spillane, Mickey,",New York E.P. Dutton 1951,1951,1918,1951,,"Hammer, Mike (Fictitious character);Mystery fiction;New York (State) -- New York",The big kill,us,,chimyst | hardboiled
20041,,,,"Wylie, Philip,",New York Rinehart 1951,1951,1902,1951,,Science fiction;Sex role;Man-woman relationships;Segregation;Married people,The disappearance,us,,chiscifi
20070,,,,"Malamud, Bernard","New York: Farrar, Straus, & Cudahy, 1952",1952,1914,1952,,Romance Norte Americano|Baseball|Baseball players|Baseball players -- United States|United States,The natural,us,,chirandom
20044,,,,"Asimov, Isaac,","Garden City; N.Y. Doubleday, Page & Co. 1952",1952,1920,1952,,"Seldon, Hari (Fictitious character);Science fiction",Foundation and empire,us,,chiscifi | chirandom
20049,,,,"Brown, Fredric,",New York E.P. Dutton 1952,1952,1906,1952,,Mystery fiction,Deep end,us,,chimyst
20065,,,,"Jones, Raymond F.",Philadelphia Winston 1952,1952,1915,1952,,"Science fiction;Science fiction, American;Human-alien encounters",Son of the stars,us,,chiscifi
20075,,,,"Powell, Richard,",New York Simon & Schuster 1952,1952,1908,1952,,Mystery fiction,A shot in the dark,us,,chimyst | chirandom
20078,,,,"Spillane, Mickey,",New York E.P. Dutton 1952,1952,1918,1952,,"Hammer, Mike (Fictitious character)",Kiss me: deadly,us,,chirandom | chimyst | hardboiled
20079,,,,"Vonnegut, Kurt,",New York Delacorte Press 1952,1952,,1952,,"Satire, American;Automation;Dystopias;Prostitutes;Engineers;Pianists;Indiana;Technology -- Social aspects;Science fiction;Technology and civilization;Computers",Player piano,us,,chiscifi | chirandom
23468,,,,"Allingham, Margery,","Garden City; N.Y. Doubleday, Page & Co. 1952",1952,1904,1952,,"England;England -- London;Mystery fiction;Campion, Albert (Fictitious character);London (England)",The tiger in the smoke,uk,,chimyst
20083,,,,"Asimov, Isaac,","Garden City; N.Y. Doubleday, Page & Co. 1953",1953,1920,1953,,"Seldon, Hari (Fictitious character);Science fiction;Life on other planets;Psychohistory;Psychological fiction",Second foundation,us,,chiscifi | chirandom
20088,,,,"Bradbury, Ray,",New York Ballantine Books 1953,1953,1920,1953,,"Political fiction;Book burning;Totalitarianism;Science fiction, American;Satire;Science fiction;Bildungsromans;State-sponsored terrorism;Censorship",Fahrenheit 451,us,,chiscifi
20089,,,,"Brown, Fredric,",New York E.P. Dutton 1953,1953,1906,1953,,"Science fiction;Science fiction, American;Interplanetary voyages;Future, Life in the;Romance Norte Americano",The lights in the sky are stars,us,,chiscifi | chirandom
20102,,,,"Lasswell, Mary,",Boston Houghton Mifflin Co. 1953,1953,1905,1953,,Fishers;Wit and humor;Boats and boating,Tooner Schooner,us,,chirandom
20106,,,,"Lowndes, Robert W,",Philadelphia Winston 1953,1953,,1953,,Science fiction,Mystery of the third mine,us,,chiscifi
20114,,,,"Pangborn, Edgar,","Garden City; N.Y. Doubleday, Page & Co. 1953",1953,1909,1953,,"Science fiction;Science fiction, American",West of the sun,us,,chiscifi | chirandom
23474,,,,"Goudge, Elizabeth,",New York Coward-McCann 1953,1953,1900,1953,,Music;Large type books;Music -- Instruction and study;Exiles,The heart of the family,uk,,chirandom
20133,,,,"Del Rey, Lester,",Philadelphia Winston 1954,1954,1915,1954,,Science fiction,Step to the stars,us,,chiscifi
20139,,,,"Heinlein, Robert A.",New York; N.Y. . : Ace Books 1954,1954,,1954,,"Science fiction;Science fiction, American;Human-alien encounters;Life on other planets;Extraterrestrial beings",The star beast,us,,chiscifi
20151,,,,"Manfred, Frederick Feikema,",New York McGraw-Hill 1954,1954,1912,1954,,,Lord Grizzly,us,,chirandom
20152,,,,"Matheson, Richard,","Garden City; N.Y. Doubleday, Page & Co. 1954",1954,1926,1954,,Vampires;Epidemics;Horror fiction;Survival;Science fiction;Mutation (Biology),I am legend,us,,chiscifi | chihorror
20162,,,,"Reilly, Helen,",New York Random House 1954,1954,1890,1954,,Scottish Americans;Police;Police -- New York (State) -- New York;Mystery fiction;New York (State) -- New York,Tell her it's murder,us,,chimyst
20194,,,,"McCarthy, Mary","New York: Harcourt, Brace & Co., 1955",1955,1912,1955,,Vases|Italy -- Tarquinia|Vases -- Italy -- Tarquinia,A charmed life,us,,chirandom
20176,,,,"Crane, Frances,",New York Random 1955,1955,,1955,,Mystery fiction,Death in lilac time,us,,chimyst
20205,,,,"Stout, Rex,",New York Viking Press 1955,1955,1886,1955,,"New York (State) -- New York;Mystery fiction;Wolfe, Nero (Fictitious character)",Before midnight,us,,chimyst
20218,,,,"Coxe, George Harmon,",New York Alfred A. Knopf 1956,1956,1901,1956,,Mystery fiction,Man on a rope,us,,chimyst
20219,,,,"Crane, Frances,",New York Random House 1956,1956,,1956,,Indians of North America;Mystery fiction,Horror on the Ruby X,us,,chimyst
20222,,,,"Del Rey, Lester,",Philadelphia Winston 1956,1956,1915,1956,,"Science fiction;Science fiction, American;Space flight to the moon;Extraterrestrial beings;Moon",Mission to the moon,us,,chiscifi
20233,,,,"Heinlein, Robert A.","Garden City; N.Y. Doubleday, Page & Co. 1956",1956,1907,1956,,"Science fiction;Actors;Science fiction, American;Mars (Planet);Undercover operations",Double star,us,,chiscifi | chirandom
20240,,,,"MacDonald, John D."," Greenwich, Conn. : Fawcett Publications 1956",1956,1916,1956,,Novels,You live once,us,,chirandom
20270,,,,"Dick, Philip K,",New York Ace Books 1957,1957,,1957,,Science fiction,Eye in the sky,us,,chiscifi | chirandom
20290,,,,"Malvern, Gladys,",Philadelphia Macrae Smith 1957,1957,,1957,,,My lady: my love,us,,chirandom
20293,,,,"Moore, C. L.","Garden City; N.Y. Doubleday, Page & Co. 1957",1957,1911,1957,,"Science fiction;Science fiction, American",Doomsday morning,us,,chiscifi
23487,,,,"Hoyle, Fred,",New York Harper & Bros. 1957,1957,1915,1957,,Science fiction;End of the world (Astronomy);Interstellar matter,The black cloud,uk,,chiscifi
20335,,,,"MacInnes, Helen,","New York Harcourt, Brace & Co. 1958",1958,1907,1958,,Italy;Large type books;Cold War,North from Rome,us,,chirandom
20350,,,,"Taylor, Robert Lewis,","Garden City; N.Y. Doubleday, Page & Co. 1958",1958,,1958,,Travelers,The travels of Jaimie McPheeters,us,,chirandom
20352,,,,"Updike, John,"," Greenwich, Conn. : Fawcett 1958",1958,,1958,,"Old age in literature;Literature;Old age;Poor;New Jersey;Old age homes;Social change;American fiction -- Men authors;Angstrom, Harry (Fictitious character);Older people;Fairs;Romance Norte Americano;Psychological fiction;American literature;Middle class men;Almshouses",The poorhouse fair,us,,chirandom
20370,,,,"Gantz, Kenneth Franklin,","Garden City; N.Y. Doubleday, Page & Co. 1959",1959,1905,1959,,Science fiction;Life on other planets;Mars (Planet),Not in solitude,us,,chiscifi
20371,,,,"Gardner, Erle Stanley,",New York Morrow 1959,1959,1889,1959,,"Mystery fiction;Mason, Perry (Fictitious character)",The case of the deadly toy,us,m,chimyst | det100
20374,,,,"Heinlein, Robert A.",New York Putnam 1959,1959,1907,1959,,"Juvenile works;Science fiction, American;Space warfare;Hugo Award -- 1951-1960;Hugo Award;Science fiction",Starship troopers,us,,chiscifi
20380,,,,"Kirkland, Elithe Hamilton,","Garden City; N.Y. Doubleday, Page & Co. 1959",1959,,1959,,,Love is a wild assault,us,,chirandom
20390,,,,"Nin, Anais,"," Denver, Swallow Press 1959",1959,1903,1959,,Arts;Ballet dancers;Conference proceedings;Arts -- Congresses;Man-woman relationships;Women -- Psychology,Children of the albatross,us,,chirandom
20393,,,,"Stout, Rex,",New York Viking Press 1959,1959,1886,1959,,"Large type books;New York (N.Y.);Mystery fiction;Wolfe, Nero (Fictitious character)",Plot it yourself,us,,chimyst
20414,,,,"MacInnes, Helen,","New York Harcourt, Brace & Co. 1960",1960,1907,1960,,Conspiracies;Adventure fiction;Historical fiction;Conspiracies -- Greece;Greece;Political science;Large type books;Greece -- Politics and government -- 1935-1967,Decision at Delphi,us,,chirandom
20417,,,,"McBain, Ed,",New York Simon & Schuster 1960,1960,1926,1960,,United States;Mystery fiction;87th Precinct (Imaginary place),Give the boys a great big hand,us,,chimyst
20427,,,,"Sheckley, Robert,",New York Bantam Books 1960,1960,1928,1960,,"Science fiction;Science fiction, American",Store of infinity,us,,chiscifi
20428,,,,"Sigal, Clancy,",Boston Houghton Mifflin Co. 1960,1960,,1960,,England -- Yorkshire;Yorkshire (England);Coal miners -- England -- Yorkshire;Coal miners,Weekend in Dinlock,us,,chirandom
20433,,,,"Vance, Jack,",New York Random House 1960,1960,1916,1960,,Mystery fiction,The man in the cage,us,,chimyst
20450,,,,"Galouye, Daniel F,",New York Bantam Books 1961,1961,,1961,,"Science fiction;Science fiction, American",Dark universe,us,,chiscifi
20471,,,,"Robbins, Harold,",New York Simon & Schuster 1961,1961,1916,1961,,"Motion picture industry;American fiction;Hollywood (Los Angeles, Calif.);American fiction -- 20th century",The carpetbaggers,us,,chirandom
20474,,,,"Stout, Rex,",New York Viking Press 1961,1961,1886,1961,,"Mystery fiction;New York (State);Wolfe, Nero (Fictitious character)",The final deduction,us,,chimyst | chirandom
20480,,,,"Bradbury, Ray,",New York Simon & Schuster 1962,1962,1920,1962,,"Illinois;Horror fiction;Fathers and sons;Science fiction, American;Carnival;Science fiction;Bildungsromans;Boys;Male friendship",Something wicked this way comes,us,,chiscifi | chihorror
20481,,,,"Burroughs, William S.",Paris Olympia Press 1962,1962,1914,1962,,,The ticket that exploded,us,,chirandom
20485,,,,"Clifton, Mark,","Garden City; N.Y. Doubleday, Page & Co. 1962",1962,1906,1962,,Science fiction,When they come from space,us,,chiscifi
20496,,,,"Garrett, Randall,","Garden City; N.Y. Doubleday, Page & Co. 1962",1962,,1962,,"Science fiction;Science fiction, American",Unwise child,us,,chiscifi
20505,,,,"L'Engle, Madeleine,",New York Dell 1962,1962,,1962,,Newbery Medal;Space and time;Fantasy;Science fiction;Fantasy fiction;Fantastic fiction,A wrinkle in time,us,,chifantasy | chiscifi
20522,,,,"Shannon, Dell,",New York W. Morrow 1962,1962,1921,1962,,"Mendoza, Luis (Fictitious character);Mystery fiction;California -- Los Angeles",Extra kill,us,,chimyst
20526,,,,"Stout, Rex,",New York Viking Press 1962,1962,1886,1962,,"New York (State) -- New York;Mystery fiction;Wolfe, Nero (Fictitious character)",Gambit,us,,chimyst | chirandom
23507,,,,"Huxley, Aldous,",New York Harper & Bros. 1962,1962,1894,1962,,"Utopias;Oceania;Journalists;Survival;Utopian fiction;Survival after airplane accidents, shipwrecks, etc.;Science fiction;Islands",Island,uk,,chiscifi | chiutopia
20533,,,,"Caldwell, Taylor,","Garden City; N.Y. Doubleday, Page & Co. 1963",1963,1900,1963,,British Isles;Clergy;Europe -- British Isles,Grandmother and the priests,us,,chirandom
20563,,,,"Vonnegut, Kurt,","New York Holt, Rinehart, & Winston 1963",1963,,1963,,Humorous fiction;Physicists;Religion;Caribbean Area;Indiana;Discoveries in science;Science fiction;Satire;End of the world;Islands,Cat's Cradle,us,,chiscifi
20572,,,,"Burroughs, William S.",New York Grove Press 1964,1964,1914,1964,,"Science fiction;Science fiction, American;Drug abuse;Science fiction -- United States",Nova Express,us,,chiscifi
20573,,,,"Clement, Hal,",New York Ballantine 1964,1964,1922,1964,,"Science fiction;Science fiction, American",Close to critical,us,,chiscifi
20582,,,,"Fast, Howard,","Garden City; N.Y. Doubleday, Page & Co. 1964",1964,1914,1964,,,Agrippa's daughter,us,,chirandom
20592,,,,"Kim, Richard E.",New York G. Braziller 1964,1964,1932,1964,,"Korean War, 1950-1953;War",The martyred,us,,chirandom
23514,,,,"Snow, C. P.",New York Charles Scribner's Sons 1964,1964,1905,1964,,Politik;England;Great Britain;Arms race;Nineteen fifties;Great Britain -- Politics and government -- 20th century;Politicians;Macht;English fiction -- 20th century;Politicians -- England;English fiction;Political science,Corridors of power,uk,,chirandom
20618,,,,"Ball, John Dudley,",New York Harper & Bros. 1965,1965,1911,1965,,Police;Police -- Southern States;Southern States;Mystery fiction;African American police,In the heat of the night,us,,chimyst
20620,,,,"Braithwaite, E. R.  (Edward Ricardo),",London Bodley Head 1965,1965,,1965,,,Choice of straws,guyana,,chirandom
20632,,,,"Friedman, Sanford,",New York E.P. Dutton 1965,1965,1928,1965,,Bildungsromans;Gay men,Totempole,us,,chirandom
20642,,,,"MacDonald, John D."," Greenwich, Conn. : Fawcett 1965",1965,1916,1965,,"Florida -- Fort Lauderdale;Large type books;Fort Lauderdale (Fla.);McGee, Travis (Fictitious character);Mystery fiction",A deadly shade of gold,us,,chimyst | chirandom
20648,,,,"Moore, Robin,",New York Crown Publishers 1965,1965,1925,1965,,"Vietnam War, 1961-1975",The green berets,us,,chirandom
20649,,,,"Nabokov, Vladimir Vladimirovich,",New York Phaedra 1965,1965,1899,1965,,Russians -- Foreign countries;Publishers' advertisements;Insertions (Provenance),The eye,us,,chirandom
20653,,,,"Prather, Richard S,",New York Trident Press 1965,1965,,1965,,"Scott, Shell (Fictitious character);Mystery fiction",The meandering corpse,us,,chimyst
20655,,,,"Raphael, Rick,",New York Simon & Schuster 1965,1965,,1965,,"Science fiction;Science fiction, American",Code three,us,,chiscifi
20661,,,,"Spencer, Elizabeth,",New York Time Inc. 1965,1965,1921,1965,,Mississippi,The voice at the back door,us,,chirandom
20665,,,,"Traver, Robert,",New York McGraw-Hill 1965,1965,1903,1965,,Ojibwa Indians;Historical fiction,Laughing whitefish,us,,chirandom
23516,,,,"Allingham, Margery,",New York Morrow 1965,1965,1904,1965,,"England;England -- London;Mystery fiction;Campion, Albert (Fictitious character);London (England)",The mind readers,uk,,chimyst
20671,,,,"Alexander, Lloyd,",New York Henry Holt & Co. 1966,1966,,1966,,Fantasy fiction;Fantasy;Prydain (Imaginary place),The castle of Llyr,us,,chifantasy
20673,,,,"Asimov, Isaac,",Boston Houghton Mifflin Co. 1966,1966,1920,1966,,Movie novels;Science fiction;Human anatomy,Fantastic voyage,us,,chiscifi
20677,,,,"Capps, Benjamin,","New York Duell, Sloan & Pearce 1966",1966,1922,1966,,Comanche Indians,A woman of the people,us,,chirandom
20683,,,,"Delany, Samuel R,",New York Ace Books 1966,1966,,1966,,"Science fiction;Languages, Artificial;Women linguists;Women poets;Language and languages",Babel-17,us,,chiscifi
20684,,,,"Dick, Philip K,","Garden City; N.Y. Doubleday, Page & Co. 1966",1966,,1966,,"Science fiction;Science fiction, American",Now wait for last year,us,,chiscifi | chirandom
20694,,,,"Herbert, Frank,",New York Berkly Pub. Corp. 1966,1966,,1966,,"Science fiction;Science fiction, American",The eyes of Heisenberg,us,,chiscifi
20698,,,,"MacDonald, John D.",New York Fawcett Gold Medal 1966,1966,1916,1966,,"Florida -- Fort Lauderdale;Large type books;Fort Lauderdale (Fla.);McGee, Travis (Fictitious character);Mystery fiction",Darker than amber,us,,chimyst
20709,,,,"Pynchon, Thomas,",Philadelphia Lippincott 1966,1966,,1966,,California;Married women;Administration of estates,The crying of lot 49,us,,chirandom
20712,,,,"Schmitz, James H.",Philadelphia Chilton Books 1966,1966,1911,1966,,Science fiction;Space ships;Women slaves;Witches,The witches of Karres,us,,chiscifi
20720,,,,"Westlake, Donald E,",New York Random House 1966,1966,,1966,,Drug traffic;Mystery fiction,The busy body,us,,chimyst
20723,,,,"Zelazny, Roger,",New York; N.Y. . : Ace Books 1966,1966,,1966,,"Science fiction;Science fiction, American;Human-alien encounters;Fantasy fiction",This immortal,us,,chifantasy | chiscifi
20727,,,,"Braun, Lilian Jackson,",New York E.P. Dutton 1967,1967,,1967,,"Qwilleran, Jim (Fictitious character);Mystery fiction",The cat who ate Danish modern,us,,chimyst | chirandom
20734,,,,"Ellin, Stanley,",New York Random House 1967,1967,,1967,,Tutors and tutoring;Mystery fiction,House of cards,us,,chimyst
20743,,,,"Levin, Ira,",New York Random House 1967,1967,,1967,,"Upper West Side (New York, N.Y.);Pregnant women;Satanism;Apartment houses;Horror fiction",Rosemary's baby,us,,chihorror
20755,,,,"Reed, Ishmael,","Garden City; N.Y. Doubleday, Page & Co. 1967",1967,1938,1967,,African Americans;Satire;Fantasy fiction;Political fiction;Blacks,The free-lance pallbearers,us,,chifantasy
20767,,,,"Vance, Jack,",Indianapolis Bobbs-Merrill 1967,1967,1916,1967,,Mystery fiction,The Pleasant Grove murders,us,,chimyst
20772,,,,"Chappell, Fred,","New York Harcourt, Brace & Co. 1968",1968,1936,1968,,North Carolina;Horror fiction;Authorship;Clergy;Fertility cults;Farm life;Psychological fiction;Inheritance and succession,Dagon,us,,chihorror
20791,,,,"Oates, Joyce Carol,",New York Vanguard Press 1968,1968,1938,1968,,Suburban life;Psychological fiction;Mother and child;Mothers -- Death;Horror fiction,Expensive people,us,,chihorror
20794,,,,"Peters, Elizabeth,",New York Meredith Press 1968,1968,1927,1968,,"Egypt;Romantic suspense fiction;Tomlinson, Althea (Fictitious character)",The jackal's head,us,,chirandom
20819,,,,"Davidson, Avram,","Garden City; N.Y. Doubleday, Page & Co. 1969",1969,,1969,,"Science fiction;Science fiction, American",The phoenix and the mirror,us,,chiscifi
20820,,,,"Davis, Gwen,",New York World Pub. Co. 1969,1969,,1969,,,The pretenders,us,,chirandom
20821,,,,"Dick, Philip K,",New York Berkley Pub. Corp. 1969,1969,,1969,,"Science fiction;Science fiction, American",Galactic pot-healer,us,,chiscifi
20833,,,,"Macdonald, Ross,",New York Alfred A. Knopf 1969,1969,1915,1969,,"Archer, Lew (Fictitious character);Mystery fiction;California",The goodbye look,us,,chimyst
20837,,,,"Nabokov, Vladimir Vladimirovich,",New York McGraw-Hill 1969,1969,1899,1969,,Teachers;English fiction -- Translations From Russian;Brothers and sisters;Families;Symbolism,Ada,us,,chirandom
20839,,,,"Nielsen, Helen,",New York Morrow 1969,1969,,1969,,Mystery fiction,Darkest hour,us,,chimyst
20842,,,,"Pentecost, Hugh,","New York Dodd, Mead 1969",1969,1903,1969,,"Chambrun, Pierre (Fictitious character);French Americans;Mystery fiction;Hotelkeepers;New York (N.Y.)",Girl watcher's funeral,us,,chimyst | chirandom
