docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
nyp.33433081585105,8644958,5797357,,"Irving, Washington,",Paris;Baudry's European Library;1840.,1840,1783,1832,,,Tales of the Alhambra,us,m,pbgothic
njp.32101032308387,8888080,8909779,,"Lytton, Edward Bulwer Lytton,",Philadelphia;J.B. Lippincott;1881.,1881,1803,1832,,,Eugene Aram,uk,m,pbgothic
uc2.ark+=13960=t1mg7hw3f,7648454,3727345,PZ3.L998G6,"Lytton, Edward Bulwer Lytton,",London;New York;Routledge;188-,1880,1803,1833,,,Godolphin,uk,m,pbgothic
mdp.39015002313487,478831,1846344,,"Hawthorne, Nathaniel,","London;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1915",1915,1804,1837,,,Twice-told tales,us,m,pbgothic
mdp.39015000551799,540236,13280368,PZ3.D55O115,"Dickens, Charles,",New York;Hurd and Houghton;1867.,1867,1812,1838,,,Oliver Twist,uk,m,pbgothic
uc1.31822038205001,10824291,3280190,PZ3.P752N2,"Poe, Edgar Allan,",London;Wiley and Putnam;1838,1838,1809,1838,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America",us,m,pbgothic
nyp.33433074919402,8663847,36143063,,"Ainsworth, William Harrison,",London;New York;G. Routledge;1858.,1858,1805,1840,,"Lady;English fiction;1537-1554;Grey, Jane;Fiction",The Tower of London,uk,m,pbgothic
njp.32101068601341,8973659,6629051,,"Poe, Edgar Allan,",Leipzig;B. Tauchnitz;1884.,1884,1809,1843,,,Tales by Edgar Allan Poe,us,m,pbgothic
njp.32101075374379,9026153,15496734,PR5221.R35M88 1845,"Reynolds, George W. M.",London;G. Vickers;1845-1848.,1845,1814,1844,v.1,,The mysteries of London,uk,m,pbgothic
uc1.32106010644463,8323033,6338680,,"Reynolds, George W. M.",London;G. Vickers;1846-48.,1846,1814,1846,v.4,,The mysteries of London,uk,m,pbgothic
uiuo.ark+=13960=t2j683k08,7585723,4420260,PZ3.R336My 2,"Reynolds, George W. M.",London;J. Dicks;1850-56].,1850,1814,1850,v.3-4,,The mysteries of the court of London,uk,m,pbgothic
inu.30000060903741,6057971,11412156,,"Ainsworth, William Harrison,",London;New York;G. Routledge;188-?].,1880,1805,1849,,,The Lancashire witches,uk,m,pbgothic
mdp.39015004274992,478557,274628,,"Hawthorne, Nathaniel,","Boston;New York;Houghton, Mifflin company;c1882",1882,1804,1846,,,Mosses from an old manse,us,m,pbgothic
mdp.39076006220961,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;J. Grant;1908.,1907,1816,1847,v.1,,Jane Eyre,uk,f,pbgothic
mdp.39076006220979,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;J. Grant;1908.,1907,1816,1847,v.2,,Jane Eyre,uk,f,pbgothic
nyp.33433074931118,420967,7611990,,"Brontë, Emily,","New York;Harper & Brothers, Publishers, 82 Cliff Street;1848.",1848,1818,1847,,,Wuthering Heights,uk,f,pbgothic
uva.x000180089,9793718,34554465,PZ3.H318Sc20,"Hawthorne, Nathaniel,","Boston, New York;Houghton, Mifflin and co.;1889.",1889,1804,1850,,,The scarlet letter,us,m,pbgothic
uc2.ark+=13960=t2r49vz0v,7699745,8198683,,"Hawthorne, Nathaniel,","Boston;Houghton, Mifflin;1893, [c1883",1883,1804,1851,,,The house of the seven gables,us,m,pbgothic
mdp.49015001286492,4511771,78080726,,"Brontë, Charlotte,","London;Smith, Elder;1905.",1905,1816,1853,,,Villette,uk,f,pbgothic
uc2.ark+=13960=t2h70nx9q,7705645,78798411,,"MacDonald, George,","London;Daldy, Isbister, & Co.;1874.",1874,1824,1858,v.1,,Phantastes,uk,m,pbgothic
uc2.ark+=13960=t9862rx2r,7705645,78798411,,"MacDonald, George,","London;Daldy, Isbister, & Co.;1874.",1874,1824,1858,v.2,,Phantastes,uk,m,pbgothic
mdp.39015038723360,122875,2673386,PZ3.C697Wo 10,"Collins, Wilkie,",New York;The Century co.;1906.,1906,1824,1860,,,The woman in white,uk,m,pbgothic
nyp.33433074945779,8663981,291965,PZ3.C697.Ar2,"Collins, Wilkie,",New York;Harper & Brothers;1873,1873,1824,1866,,,Armadale,uk,m,pbgothic
uc1.b250127,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.1,,Uncle Silas,ir,m,pbgothic
uc1.b250128,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.2,,Uncle Silas,ir,m,pbgothic
uc1.b250129,6502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.3,,Uncle Silas,ir,m,pbgothic
uva.x000237148,9780471,20658959,,"Dickens, Charles,","Boston;Houghton, Mifflin and company;1881.",1881,1812,1865,,,Our mutual friend,uk,m,pbgothic
inu.30000007695723,6059136,5237816,PZ3.L518I,"Le Fanu, Joseph Sheridan,",London;R. Bentley & son;1886.,1886,1814,1872,,,In a glass darkly,ir,m,pbgothic
mdp.39015026244999,123462,37217567,,"Collins, Wilkie,",Toronto;Chicago [etc.;Rose-Belford publishing company;1878.,1878,1824,1878,,,The haunted hotel,uk,m,pbgothic
mdp.39015063559390,321854,9086569,,"Oliphant,",London;Macmillan and co.;1883.,1883,1828,1882,,,A little pilgrim in the unseen,uk,f,pbgothic
coo.31924013476498,11405492,63963369,,"Haggard, H. Rider",London;New York;Cassell;1912.,1912,1856,1885,,,King Solomon's mines,uk,m,pbgothic
mdp.39015059642994,123543,4470724,,"Stevenson, Robert Louis,",New York;C. Scribner's Sons;1903.,1903,1850,1886,,,Strange case of Dr. Jekyll and Mr. Hyde,uk,m,pbgothic | anatscifi
nyp.33433074866686,6156115,421426,,"Kipling, Rudyard,",Philadelphia;H. Altemus;c1898,1898,1865,1888,,,Plain tales from the hills,uk,m,pbgothic
uc1.b4104961,590565,5772680,,"Kipling, Rudyard,",New York;H. M. Caldwell company;c1899,1899,1865,1888,,,The phantom rickshaw,uk,m,pbgothic
uc1.b3325448,6131665,2155052,,"Lee, Vernon,",London;New York;Lane;1906.,1906,1856,1890,,,Hauntings,uk,f,pbgothic
coo.31924014157121,11406079,18107497,,"Wilde, Oscar,",New York;Brentano's;1908,1908,1854,1891,,,The picture of Dorian Gray,ir,m,pbgothic
uc1.b3578934,6678259,3268651,,"Bierce, Ambrose,",New York;United States Book Co.;1891.,1891,1842,1891,,,Tales of soldiers and civilians,us,m,pbgothic
njp.32101013566920,8884012,1928290,PZ3.B479I,"Bierce, Ambrose,",New York and;London;G. P. Putnam's sons;1898.,1898,1842,1892,,,In the midst of life;,us,m,pbgothic
uva.x000885514,9789429,3265761,PZ3.B479C2,"Bierce, Ambrose,",Washington;The Neale Publishing Company;1903.,1903,1842,1893,,,Can such things be?,us,m,pbgothic
uc1.b4104774,286078,1724064,PZ3.C812Sor,"Corelli, Marie,",Philadelphia;J. B. Lippincott company;1896.,1896,1855,1895,,,The sorrows of Satan;,uk,f,pbgothic
inu.39000002156706,6058078,6388485,,"Benson, Arthur Christopher,",London;Isbister;1903.,1903,1862,1903,,,The hill of trouble and other stories,uk,m,pbgothic
uc2.ark+=13960=t1pg1k81k,7661701,7557147,PZ3.J2355Th,"James, M. R.","New York;Longmans, Green & Co.;London;E. Arnold;1919.",1919,1862,1919,,,A thin ghost and others,uk,m,pbgothic
uc1.32106001980371,1692458,3692943,PR6007.U6G7 1911,"Dunsany, Edward John Moreton Drax Plunkett,",London;The Pegana press;1911.,1911,1878,1905,,,The gods of Pegāna,ir,m,pbgothic
uc1.b3578940,6678263,15217345,,"Blackwood, Algernon,",London;Eveleigh Nash;1915.,1915,1869,1906,,,The empty house,uk,m,pbgothic
inu.30000011752437,6058720,3304072,,"Wharton, Edith,",London;Macmillan and Co.;1910.,1910,1862,1910,,,Tales of men and ghosts,us,f,pbgothic
uc1.b3578339,6674546,822499,,"Crawford, F. Marion",New York;Macmillan;1911,1911,1854,1911,,,Wandering ghosts,us,m,pbgothic
mdp.39015013429249,622799,23922457,,"Cabell, James Branch,",New York;R. M. McBride & co.;1923.,1923,1879,1919,,,Jurgen,us,m,pbgothic
mdp.39015078572263,1420444,57015433,,"Campe, Joachim Heinrich,",London;J. Stockdale;1788.,1788,1746,1780,v.1-2,"Voyages, Imaginary",The new Robinson Crusoe;,ge,m,grandom
mdp.39015051156498,282013,66267484,,"Banim, John,",London;W. Simpkin and R. Marshall;1826.,1826,1798,1826,v.3,,Tales,ir,m,grandom
njp.32101066479765,8929179,654829907,,"Combe, William,","London;Printed at the Logographic Press, and sold by J. Walter ... and the principal booksellers in town and country;1791.",1791,1742,1791,v.1-2,,The devil upon two sticks in England,uk,m,grandom
nyp.33433075768253,8667986,13354135,,"Wilkins, George,","London;Longman, Rees, Orme, Brown and Green;1826.",1826,1785,1826,,English fiction,The convert,uk,m,grandom
njp.32101074629542,9023042,43079743,,"Lavallée, Joseph,",London;Printed for the author;1790.,1790,1747,1790,vol.1,,The negro equalled by few Europeans;,fr,m,grandom
uc2.ark+=13960=t5t728t8q,7685802,994380,PR3316.A4C3 1796,"Burney, Fanny,","London;T. Payne, T. Cadell, Jun., and W. Davies;1796.",1796,1752,1796,v.3,,"Camilla: or, A picture of youth",uk,f,grandom
dul1.ark+=13960=t3vt2js1t,10942285,13274424,,"Bennett,",Dublin;White;1786.,1786,,1786,v.1,"Publisher;Dublin;1786;Ireland;Place;Provenance;Butler, Mrs;White, Luke","Anna; or, Memoirs of a Welch heiress",uk,,grandom
uiuo.ark+=13960=t1rf6b61z,8723671,4903083,,"Opie, Amelia Alderson,","London;Longman, Hurst, Rees, Orme, and Brown;1820.",1820,1769,1820,v.2,,Tales of the heart,uk,f,grandom
ucm.5324200594,9654708,,,"Scott, Walter,",Paris;Baudry's European Library;1838.,1838,1771,1821,,,Kenilworth,uk,m,grandom
mdp.39015006997806,780065,22465631,,"Sewell, Elizabeth Missing,","London;Printed for Longman, Brown, Green, and Longmans;1846.",1846,1815,1846,v.2,,Gertrude,uk,f,grandom
uc2.ark+=13960=t7hq42c97,6672945,5369471,,"Dickens, Charles,",Philadelphia;T.B. Peterson;1844,1844,1812,1844,,,Martin Chuzzlewit,uk,m,grandom
nyp.33433074911771,8663613,7021200,,"Robinson, Mary Darby,",London;Printed for T. N. Longman and O. Rees;1799.,1799,1758,1799,v. 4,English fiction,The false friend,uk,f,grandom
mdp.39015024230610,1796037,5236729,,"Genlis, Stéphanie Félicité,",London;Printed for G. Robinson;1785.,1785,1746,1785,v.4,,Tales of the castle;,fr,f,grandom
mdp.39015063556271,5232730,13352959,PR5115.O3N4,"Opie, Amelia Alderson,",London;Longman;1818.,1818,1769,1818,v.1,,New tales,uk,f,grandom
uiuo.ark+=13960=t58d0ds3h,8723823,56003792,,"Knight, Legh.",London;Chapman and Hall;1868.,1868,,1868,v.1,,Tonic bitters,uk,m,grandom
dul1.ark+=13960=t6446jc6s,10943923,22883408,,,"Naples, Printed;London, Reprinted;and sold by R. Baldwin [+ 7 others;1764.",1764,,1764,v.2,"Italy;Anville, Miss d';Publisher;London;Naples;Place;Nidray, John;Baldwin, R;Provenance;Nidray, Charles;England;1764","The memoirs of Miss D'Arville; or, The Italian female philosopher",uk,,grandom
dul1.ark+=13960=t6834qb4k,10942313,31480481,,"Berkeley, George Monck,","London;For J. Forbes, C. Elliot and and T. Kay, P. M'Queen , T. and J. Egerton, Shepperdson and Reynold, C. Stalker [etc.;1788.",1788,1763,1788,v.1,"Publisher;London;Wright, C;Place;Provenance;England;1788;Forbes, J",Heloise: or The siege of Rhodes,uk,m,grandom
nnc1.0037104152,8398357,6702182,,"Cumberland, Richard,",London;Printed for Charles Dilly;1798.,1798,1732,1795,v.3,,Henry,uk,m,grandom
mdp.39015063759552,284012,2567940,,"Burney, Sarah Harriet,",London;Printed for H. Colburn & co.;1820.,1820,1772,1816,v.3,,Tales of fancy,uk,f,grandom
hvd.hwjtfk,9719254,11743362,,"Cooper, James Fenimore,",Philadelphia;Carey & Lea;1832 [c1824,1832,1789,1824,v.1,,The pilot;,us,m,grandom
uc1.b254212,6504961,13377964,PR5703.V43,"Varty-Smith, Augusta A.",London;R. Bentley;1821.,1821,,1821,v. 1,,Matthew Tindale,uk,f,grandom
uc1.b3326097,7922865,3945332,,"Hook, Theodore Edward,",Paris;Baudry's European Library;1840.,1840,1788,1840,,,"Cousin Geoffrey, the old bachelor;",uk,m,grandom
nyp.33433074878889,8666267,6298715,,"Lover, Samuel,",New York;F. M. Lupton;between 1837 and 1860].,1837,1797,1837,,Ireland;History;1760-1820;Fiction,Rory O'More,ir,m,grandom
nyp.33433075840177,8671920,12901139,,"Lesuire, Robert Martin,",London;Printed by D. Leach for T. Davies;1764.,1764,1737,1760,,Social life and customs;Great Britain;18th century,The savages of Europe,fr,m,grandom
mdp.39015063931474,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,1740,1794,v.3,,Memoirs of Mary,uk,f,grandom
nnc1.1002330709,8405386,35122360,,"Moser, Joseph,",London;1794.,1794,1748,1794,v.2,,Turkish tales,uk,m,grandom
njp.32101038161780,8722917,4551747,,"Lewis, Alethea,",London;Printed for Henry Colburn;1816.,1816,1749,1816,vol.3,,Rhoda,uk,f,grandom
hvd.hw3q0s,9706391,10438442,PQ2039.A45,"Rousseau, Jean-Jacques,",Philadelphia;Printed for Samuel Longcope.;M.DCC.XCVI. [1796,1796,1712,1761,v.3,,Eloisa: or A series of original letters,fr,m,grandom
uc1.b3290572,6128720,16887275,,"Ward, R. Plumer",London;H. Colburn;1827.,1827,1765,1827,v. 4,,De Vere,uk,m,grandom
nyp.33433074937438,8664338,13242846,,"Disraeli, Benjamin,",New York;Harper;1832.,1832,1804,1832,v. 1,English fiction,Contarini Fleming;,uk,m,grandom
nyp.33433074868807,8670619,37312214,,"James, G. P. R.",New York;Harper & Brothers;1838.,1838,1799,1838,v. 1,,The robber,uk,m,grandom
mdp.39015063967478,779533,66895091,,"Galt, John,",Edinburgh;Printed for W. Balckwood [etc.;1820.,1820,1779,1820,v.3,,The earthquake;,uk,m,grandom
uc2.ark+=13960=t82j6cs08,5777344,1113056,DA880.H6G6,"Grant, Anne MacVicar,","London;Longman, Hurst, Rees & Orme;1807.",1807,1755,1807,v.1,,Letters from the mountains;,uk,f,grandom
njp.32101067634046,8961437,10879910,PZ3.H145S,"Hall, James,",Philadelphia;Key and Biddle;1833.,1833,1793,1833,,,The soldier's bride and other tales,us,m,grandom
mdp.39015021250124,282559,6630561,,"Bennett,",London;Printed for W. Lane;1794.,1794,,1794,v.1,,"Ellen, Countess of Castle Howel",uk,,grandom
nyp.33433074918784,8663985,5237679,,"White, James,",London;Printed by J. Crowder for G.G.J. and J. Robinson;1790.,1790,,1790,v. 1,"1340-1399;John;of Gaunt, Duke of Lancaster;Fiction","The adventures of John of Gaunt, Duke of Lancaster",uk,m,grandom
nnc1.1002365251,7922816,24987502,,"Sinclair, Catherine,",Edinburgh;W. Whyte and Co.;1841.,1841,1800,1841,v.1,,Modern flirtations,uk,f,grandom
njp.32101007059791,2104490,2841712,,"James, G. P. R.",London;Saunders and Otley;1843.,1843,1799,1843,v.1,Robin Hood (Legendary character),Forest days;,uk,m,grandom
nyp.33433074955331,8663523,16105885,,Henrietta.,London;Printed for J. Bew ...;1777.,1777,,1777,v. 2,English fiction,Letters from Henrietta to Morvina,uk,,grandom
uiuo.ark+=13960=t8pc3d497,8719495,34087352,,"Harris, Alexander,","London;Smith, Elder and Co.;1849;(London;Stewart and Murray)",1849,1805,1849,v.2,,The emigrant family ;,au,m,grandom
uiuo.ark+=13960=t2s475w45,8718341,13312718,,"MacCabe, William Bernard,",London;T.C. Newby;1851.,1851,1801,1851,v.3,,Bertha,ir,m,grandom
uiuo.ark+=13960=t3vt1zh5r,8405108,21238914,,"Cobbold, Richard,",London;H. Colburn;1847.,1847,1797,1847,v.2,"Fiction;Primitive and early church, ca. 30-600;Church history",Zenon,uk,m,grandom
uc2.ark+=13960=t9f47kt3k,1023708,367165,PR 4706S52 1847,"Froude, James Anthony,",London;J. Ollivier;1847.,1847,1818,1847,,,Shadows of the clouds,uk,m,grandom
uiuo.ark+=13960=t7pn9mm7s,8720842,1451923,,"Manning, Anne,",London;Richard Bentley;1858.,1858,1807,1858,v.2,,The ladies of Bever Hollow,uk,f,grandom
nyp.33433022846707,7923007,10334594,,"Myers, P. Hamilton",New York;Putnam;1850.,1850,1812,1850,,,The King of the Hurons,us,m,grandom
uc2.ark+=13960=t6154fk9b,7665257,1855837,PZ3.L998My,"Lytton, Edward Bulwer Lytton,",Edinburgh;W. Blackwood;1853.,1853,1803,1853,v.4,,"""My novel,""",uk,m,grandom
nyp.33433082170576,6155929,11601574,,"Arthur, T. S.",Philadelphia;Henry F. Anners;1847.,1847,1809,1847,,,Lovers and husbands,us,m,grandom
nyp.33433074920608,8663992,11850259,,"Austin, Alfred,",London;J.F. Hope;1858.,1858,1835,1858,v. 2,,Five years of it,uk,m,grandom
uc1.b3324403,6130930,10088557,,"Lawrence, George A.",Boston;Ticknor & Fields;1860.,1860,1827,1860,,,Sword and gown,uk,m,grandom
uc1.b248744,6501566,3790961,,"Eastlake, Elizabeth,",London;J. Murray;1846.,1846,1809,1843,,,Livonian tales,uk,f,grandom
uc2.ark+=13960=t8df6mw4h,7651549,2914131,,"Arthur, T. S.",Philadelphia;J. W. Bradley;c1850.,1850,1809,1850,,,Tales of domestic life,us,m,grandom
uva.x030223689,9795627,1827211,,"Lytton, Edward Bulwer Lytton,",New York;Francis B. Felt & Co.;1871.,1871,1803,1871,,Utopias,The coming race,uk,m,anatscifi
uc1.31822038205001,10824291,3280190,PZ3.P752N2,"Poe, Edgar Allan,",London;Wiley and Putnam;1838,1838,1809,1838,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America",us,m,anatscifi
uva.x000380956,8719887,2867357,PQ2469.D3E45 1874,"Verne, Jules,","New York;Scribner, Armstrong;1874.",1874,1828,1865,,,"From the Earth to the Moon direct in ninety-seven hours and twenty minutes, and a trip round it",fr,m,anatscifi
mdp.39015004307362,1802393,4633573,,"Verne, Jules,","Boston;G. M. Smith & co.;New York;Douglass & Myers; [etc., etc.;1873.",1873,1828,1870,,,Twenty thousand leagues under the seas;,fr,m,anatscifi
nyp.33433075827018,6708866,2231489,PZ3.F612O,"Flammarion, Camille,",New York;Cosmopolitan Pub. Co.;c1894,1894,1842,1893,,,Omega: the last days of the world,fr,m,anatscifi
dul1.ark+=13960=t95723c7j,10945136,419238,AC25.F56 1897,"Flammarion, Camille,","New York;Dodd, Mead and company;1897.",1897,1842,1872,,,Lumen,fr,m,anatscifi
mdp.39015007007282,124275,18920069,,"Stockton, Frank Richard,","New york;Dodd, Mead & co.;c1889.",1889,1834,1889,,,The great war syndicate,us,m,anatscifi
nyp.33433082173273,8663513,37134322,,"Astor, John Jacob,","London;Longmans, Green and Co.;1894.",1894,1864,1894,,,A journey in other worlds,us,m,anatscifi
nyp.33433075746895,8667440,2160312,PS3537.E69C64 1911,"Serviss, Garrett Putman,",New York;London;D. Appleton and Company;1911.,1911,1851,1909,,Science fiction,A Columbus of space,us,m,anatscifi | locscifi
uc1.b117774,6610336,18939696,,"Verne, Jules,","London;S. Low, Marston, Searle & Rivington;1887.",1887,1828,1886,,,The clipper of the clouds,fr,m,anatscifi | locscifi
nyp.33433081958500,8676577,3502928,,"Mercier, Louis-Sébastien,",Liverpool;W. Jones;1802.,1802,1740,1771,,Utopias in literature,Memoirs of the year two thousand five hundred,fr,m,anatscifi
njp.32101013621246,8884062,10602436,,"Hudson, W. H.",New York;E.P. Dutton;1906.,1906,1841,1887,,,A crystal age,uk,m,anatscifi
nyp.33433074939723,8664055,2016496,,"Besant, Walter,",New York;Harper;1888.,1888,1836,1888,,"Fantasy fiction, English",The inner house,uk,m,anatscifi
mdp.39015078569723,1420236,38580941,,"Greg, Percy,",Hamburg;K. Grädener;1880.,1880,1836,1880,v.3,"Utopias;Voyages, Imaginary;Interplanetary voyages, Imaginary",Across the zodiac,uk,m,anatscifi
uc2.ark+=13960=t45q4sn3p,7660654,2110319,,"Griffith, George Chetwynd.",London;Tower Pub. Co.;1894.,1894,1857,1893,,Science fiction,The angel of the revolution,uk,m,anatscifi
nyp.33433075727168,5065355,1920017,,"Fawcett, E. Douglas",London;E. Arnold;1893.,1893,1866,1893,,,Hartmann the anarchist,uk,m,anatscifi
uc1.b244810,6499036,599666,,"Shiel, M. P.",London;Grant Richards;1898.,1898,1865,1898,,,The yellow danger,uk,m,anatscifi
dul1.ark+=13960=t98637h6g,10944701,1162397,PZ3.W465Ti,"Wells, H. G.",New York;H. Holt and Company;1895.,1895,1866,1895,,,The time machine;,uk,m,anatscifi | locscifi
njp.32101021206436,8886538,2160254,PZ3.W465Fi2,"Wells, H. G.",Indianapolis;The Bowen-Merrill company;1901,1901,1866,1901,,Science fiction,The first men in the moon,uk,m,anatscifi | locscifi
uc1.32106001959946,7120624,660430,,"Wells, H. G.","London;Macmillan and co., limited;1904.",1904,1866,1904,,"Science fiction, English",The food of the gods and how it came to earth,uk,m,anatscifi | locscifi
dul1.ark+=13960=t66401k8k,5082161,5934716,HX811 1887.B2,"Bellamy, Edward,",Boston;Ticknor and Co.;1888.,1888,1850,1888,,"Social problems;Time travel;Utopias;Boston (Mass.);Two thousand, A.D;Fiction","Looking backward, 2000-1887",us,m,anatscifi | locscifi
nyp.33433039680552,8611888,,,"Donnelly, Ignatius,",Chicago;F. J. Schulte;c1890,1890,1831,1890,,,Cæsar's column,us,m,anatscifi
mdp.39015001553547,630442,1161842,PZ3.L846Sc,"London, Jack,",New York;The Macmillan Company;1915.,1915,1876,1912,,,The scarlet plague,us,m,anatscifi
nyp.33433074850961,8666750,8259737,,"Harper, Vincent.","New York;Doubleday, Page & Company;1905.",1905,,1905,,,The mortgage on the brain,us,m,anatscifi
mdp.39015031332862,472226,8415311,PZ3.B45G,"Beresford, J. D.",London;W. Heinemann;1913.,1913,1873,1913,,,Goslings,uk,m,anatscifi
coo.31924051019580,11405226,8518122,,"Doyle, Arthur Conan,","New York, N.Y.;Pyramid Books;c1912.",1912,1859,1912,,,The lost world,uk,m,anatscifi
mdp.39015004200997,1774603,14770844,,"Shelley, Mary Wollstonecraft,","London;G. Routledge & sons, limited;1891.",1891,1797,1818,,,Frankenstein,uk,f,femscifi
dul1.ark+=13960=t41r7h934,10944411,982656,,"Shelley, Mary Wollstonecraft,","Philadelphia;Carey, Lea and Blanchard;1833.",1833,1797,1826,v.2,,The last man,uk,f,femscifi
uiuo.ark+=13960=t8x92v101,1692807,2554632,PZ3.S545L2,"Shelley, Mary Wollstonecraft,",London;H. Colburn;1826.,1826,uk,1826,v.3,,The last man,uk,f,femscifi
uc2.ark+=13960=t2794143s,7652854,28946565,,"Burroughs, Edgar Rice,",New York;Grosset & Dunlap;1917,1917,1875,1912,,,A princess of Mars,us,m,anatscifi
mdp.39015066036578,664119,9451665,,"Twain, Mark,",New York;Harper & brothers;1896.,1896,1835,1889,,,A Connecticut Yankee in King Arthur's court,us,m,anatscifi
nyp.33433075746812,8667895,5208175,,"Shanks, Edward,",New York;F.A. Stokes;1920.,1920,1892,1920,,Time travel;Social life and customs;Great Britain;Fiction,The people of the ruins,uk,m,anatscifi
dul1.ark+=13960=t16m3xm4f,10943531,6700740,,"Hamilton, Cicely,",London;Leonard Parsons;1922.,1922,1872,1922,,Utopias,Theodore savage,uk,f,anatscifi | femscifi
uc1.b3578887,6678235,6443351,PZ3.C6709Y,"Wait, Frona Eunice,",San Francisco;W. Doxey;1897.,1897,1859,1897,,,Yermah the Dorado,us,f,femscifi
mdp.39015010330341,1986831,35955358,,"Cobbe, Frances Power,","London;Ward, Lock, and Tyler;1877",1877,1822,1877,,,The age of science,ir,f,femscifi
inu.30000042750632,6060409,34015558,,"Ling, M. A. Moore Bentley","Sydney;Edwards, Dunlop & Co.;1901.",1901,1865,1901,,,A woman of Mars,au,f,femscifi
hvd.32044014279723,630047,6756991,PZ3.L927M2,"Loudon,",London;H. Colburn;1828.,1828,1807,1827,v.1,,The mummy!,uk,f,femscifi
mdp.39015030996832,42246,16389250,,"Ainsworth, William Harrison,",London;New York;Routledge;1878.,1878,1805,1834,,,Rookwood,uk,m,newgate
dul1.ark+=13960=t9n30pf1s,10943726,11360969,,"Ainsworth, William Harrison,","London;G. Routledge & sons, ltd.;1898",1898,1805,1840,,"1702-1724;Sheppard, Jack;Fiction",Jack Sheppard ;,uk,m,newgate
hvd.hwjme4,9730346,1980800,,"Dickens, Charles,",Leipzig;B. Tauchnitz;1843.,1843,1812,1837,,,Oliver Twist,uk,m,newgate
wu.89100297621,9183449,637830,,"Lytton, Edward Bulwer Lytton,",London;Routledge;18--?,0,1803,1830,,,Paul Clifford,uk,m,newgate
njp.32101032308387,8888080,8909779,,"Lytton, Edward Bulwer Lytton,",Philadelphia;J.B. Lippincott;1881.,1881,1803,1832,,,Eugene Aram,uk,m,newgate
uiuo.ark+=13960=t44q88m18,8720331,13323862,,"Gaspey, Thomas,",London;H. Colburn;1828.,1828,1788,1828,v.1,,History of George Godfrey,m,m,newgate
uiuo.ark+=13960=t15m6kw75,8720331,13323862,,"Gaspey, Thomas,",London;H. Colburn;1828.,1828,1788,1828,v.2,,History of George Godfrey,uk,m,newgate
uc2.ark+=13960=t1gh9jr4d,000245281,03789691,,"Haggard, H. Rider",London;Spencer Blackett;1888.,1888,1856,1888,,,Mr. Meeson's will,uk,m,det100
