docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
11650,36,,,"Freeman, R. Austin,","New York Dodd, Mead & Co. 1940",1940,1862,1940,,,Mr. Polton explains,uk,,chimyst
10723,118,,,"Queen, Ellery,","Boston Little, Brown & Co. 1943",1943,,1943,,,There was an old woman,us,,chimyst
10814,51,,,"Fair, A. A.",New York W. Morrow 1946,1946,1889,1946,,,Crows can't count,us,,chimyst
10791,595,,,"Rinehart, Mary Roberts,","New York; Toronto Farrar & Rinehart, Inc. 1945",1945,1876,1945,,,The yellow room,us,,chimyst
11705,15,,,"Connington, J. J.","Boston Little, Brown & Co. 1942",1942,1880,1942,,,No past is dead,uk,,chimyst
11897,22,,,"Wheatley, Dennis,",London Hutchinsn 1949,1949,1897,1949,,,The rising storm,uk,,chirandom
11680,13,,,"Heyer, Georgette,",London Hodder & Stoughton 1941,1941,1902,1941,,,Envious Casca,uk,,chirandom
10724,129,,,"Rand, Ayn,",Philadelphia Blakiston Co. 1943,1943,,1943,,,The fountainhead,us,,chirandom
11665,112,,,"Stevenson, D. E.","New York Farrar & Rinehart, Inc. 1940",1940,1892,1940,,,Mrs. Tim of the regiment,uk,,chirandom
11639,44,,,"Ambler, Eric,",New York Alfred A. Knopf 1940,1940,1909,1940,,,Journey into fear,uk,,chirandom
11787,46,,,"Wheatley, Dennis,",London Hutchinson 1945,1945,1897,1945,,,The man who missed the war,uk,,chirandom
11652,507,,,"Goudge, Elizabeth,","New York Coward-McCann, Inc. 1940",1940,1900,1940,,,The bird in the tree,uk,,chirandom
10833,1575,,,"Warren, Robert Penn,","New York Harcourt, Brace & Co. 1946",1946,1905,1946,,,All the king's men,us,,chirandom
10169,83,,,"Grant, Dorothy Fremont,","New York; Toronto Longmans, Green & Co. 1944",1944,1900,1944,,,Margaret Brent: adventurer,us,,chirandom
10673,78,,,"Lovelace, Maud Hart,",New York Thomas Y. Crowell Co. 1942,1942,1892,1942,,,Betsy and Tacy Go Over the big hill,us,,chirandom
10840,75,,,"Buck, Pearl S.",New York J. Day Co. 1947,1947,1892,1947,,,The angry wife,us,,chirandom
10617,1502,,,"McCullers, Carson,",Boston Houghton Mifflin Co. 1940,1940,1917,1940,,,The heart is a lonely hunter,us,,chirandom
10637,368,,,"Fast, Howard,","New York Duell, Sloan & Pearce 1941",1941,1914,1941,,,The last frontier,us,,chirandom
11810,15,,,"Mitchell, Gladys,",London M. Joseph 1946,1946,1901,1946,,,Here comes a chopper,uk,,chirandom
11884,13,,,"Gask, Arthur,",London Herbert Jenkins 1949,1949,1872,1949,,,The storm breaks,uk,,chirandom
20386,68,,,"McBain, Ed,",New York Simon & Schuster 1959,1959,1926,1959,,,King's ransom,us,,chimyst
20093,95,,,"Davis, Mildred B,",New York Simon & Schuster 1953,1953,,1953,,,They buried a man,us,,chimyst
11009,23,,,"Spillane, Mickey,",New York E.P. Dutton 1950,1950,1918,1950,,,Vengeance is mine!,us,,chimyst
20035,258,,,"Stout, Rex,",New York Viking Press 1951,1951,1886,1951,,,Murder by the book,us,,chimyst
20261,524,,,"Stout, Rex,",New York Viking Press 1956,1956,1886,1956,,,Might as well be dead,us,,chimyst
20080,32,,,"Webb, Jack,",New York Rinehart 1952,1952,1916,1952,,,The big sin,us,,chimyst
11907,16,,,"Crispin, Edmund,",London V. Gollancz 1950,1950,1921,1950,,,Frequent hearses,uk,,chimyst
20036,93,,,"Taylor, Phoebe Atwood,","Boston Little, Brown 1951",1951,1909,1951,,,Diplomatic corpse,us,,chimyst
20343,426,,,"Queen, Ellery,",New York Simon & Schuster 1958,1958,,1958,,,The finishing stroke,us,,chimyst
11010,463,,,"Stout, Rex,",New York Viking Press 1950,1950,1886,1950,,,In the best families,us,,chimyst
11917,320,,,"Greene, Graham,",New York Viking Press 1950,1950,1904,1950,,,The third man,uk,,chimyst
20108,53,,,"MacDonald, John D.",New York Fawcett Publications 1953,1953,1916,1953,,,The neon jungle,us,,chimyst
20286,72,,,"Lacy, Ed,",New York Harper & Bros. 1957,1957,,1957,,,Room to swing,us,,chimyst
11930,52,,,"Upfield, Arthur W.","Garden City; N.Y. Doubleday, Page & Co. 1950",1950,1888,1950,,,The bachelors of Broken Hill,uk,,chimyst
20007,67,,,"Crane, Frances,",New York Random House 1951,1951,,1951,,,The polkadot murder,us,,chimyst
11914,12,,,"Gask, Arthur,", Jenkins 1950,1950,,1950,,,The silent dead,uk,,chirandom
20077,195,,,"Spencer, Elizabeth,","New York Dodd, Mead & Co. 1952",1952,1921,1952,,,This crooked way,us,,chirandom
11910,72,,,"Forester, C. S.","Boston Little, Brown 1950",1950,1899,1950,,,Mr. Midshipman Hornblower,uk,,chirandom
20159,95,,,"Pace, Mildred Mastin,",New York Whittlesey House 1954,1954,,1954,,,Home is where the heart is,us,,chirandom
20240,32,,,"MacDonald, John D."," Greenwich, Conn. : Fawcett Publications 1956",1956,1916,1956,,,You live once,us,,chirandom
20294,561,,,"Nabokov, Vladimir Vladimirovich,",New York McGraw-Hill 1957,1957,1899,1957,,,Pnin,us,,chirandom
11012,121,,,"Suhl, Yuri,",New York Macmillan Co. 1950,1950,1908,1950,,,One foot in America,us,,chirandom
20139,68,,,"Heinlein, Robert A.",New York; N.Y. . : Ace Books 1954,1954,,1954,,,The star beast,us,,chirandom
20207,71,,,"Williams, Charles,",New York Macmillan Co. 1955,1955,1909,1955,,,Scorpion Reef,us,,chirandom
20279,99,,,"Heinlein, Robert A.",New York Charles Scribner's Sons 1957,1957,1907,1957,,,Citizen of the galaxy,us,,chirandom
23477,1105,,,"Lofts, Norah,","Garden City; N.Y. Doubleday, Page & Co. 1954",1954,1904,1954,,,Bless this house,uk,,chirandom
20367,67,,,"Dick, Philip K,",Philadelphia Lippincott 1959,1959,,1959,,,Time out of joint,us,,chirandom
20071,114,,,"McCoy, Horace,",New York D. Appleton & Co. 1952,1952,1897,1952,,,Scalpel,us,,chirandom
20076,44,,,"Sohl, Jerry,",New York Rinehart 1952,1952,,1952,,,The haploids,us,,chirandom
20135,245,,,"Fast, Howard,",New York Blue Heron Press 1954,1954,1914,1954,,,Silas Timberman,us,,chirandom
20768,605,,,"Westlake, Donald E,",New York Random House 1967,1967,,1967,,,God save the mark,us,,chimyst
20716,130,,,"Spillane, Mickey,",New York E.P. Dutton 1966,1966,1918,1966,,,The by-pass control,us,,chimyst
20618,695,,,"Ball, John Dudley,",New York Harper & Bros. 1965,1965,1911,1965,,,In the heat of the night,us,,chimyst
20834,380,,,"McBain, Ed,","Garden City; N.Y. Doubleday, Page & Co. 1969",1969,1926,1969,,,Shotgun,us,,chimyst
20734,367,,,"Ellin, Stanley,",New York Random House 1967,1967,,1967,,,House of cards,us,,chimyst
20465,189,,,"McBain, Ed,",New York Simon & Schuster 1961,1961,1926,1961,,,Lady: lady: I did it!,us,,chimyst
20674,516,,,"Ball, John Dudley,",New York Harper & Bros. 1966,1966,1911,1966,,,The cool cottontail,us,,chimyst
20748,134,,,"McCloy, Helen,","New York Dodd, Mead 1967",1967,,1967,,,The further side of fear,us,,chimyst
20523,201,,,"Shannon, Dell,",New York Morrow 1962,1962,1921,1962,,,Knave of hearts,us,,chimyst
20601,167,,,"McBain, Ed,",New York Simon & Schuster 1964,1964,1926,1964,,,Ax,us,,chimyst
20853,160,,,"Stark, Richard,",New York Macmillan Co. 1969,1969,1933,1969,,,The blackbird,us,,chimyst
20412,99,,,"MacDonald, John D.",New York Simon & Schuster 1960,1960,1916,1960,,,The end of the night,us,,chimyst
20664,625,,,"Stout, Rex,",New York Viking 1965,1965,1886,1965,,,The doorbell rang,us,,chimyst
20534,350,,,"Caldwell, Taylor,","Garden City; N.Y. Doubleday, Page & Co. 1963",1963,1900,1963,,,The late Clara Beame,us,,chimyst
20597,102,,,"MacDonald, John D.",New York Fawcett Gold Medal 1964,1964,1916,1964,,,Nightmare in pink,us,,chimyst
20459,68,,,"Leiber, Fritz,",New York Ace Books 1961,1961,1910,1961,,,The big time,us,,chirandom
20647,156,,,"Michener, James A."," Greenwich, Conn. : Fawcett 1965",1965,1907,1965,,,The source,us,,chirandom
20544,363,,,"Kerouac, Jack,","New York Farrar, Straus & Co. 1963",1963,1922,1963,,,Visions of Gerard,us,,chirandom
20739,154,,,"Harrison, Harry,","Garden City; N.Y. Doubleday, Page & Co. 1967",1967,1925,1967,,,The technicolor time machine,us,,chirandom
20680,366,,,"Cohen, Leonard,",New York Viking Press 1966,1966,1934,1966,,,Beautiful losers,us,,chirandom
20548,1493,,,"MacInnes, Helen,","New York Harcourt, Brace & Co. 1963",1963,1907,1963,,,The Venetian affair,us,,chirandom
20594,70,,,"L'Amour, Louis,",New York Bantam Books 1964,1964,1908,1964,,,Mojave crossing,us,,chirandom
20746,262,,,"Matthews, Jack,","New York Harcourt, Brace & Co. 1967",1967,,1967,,,Hanger Stout: awake!,us,,chirandom
23513,434,,,"Macken, Walter,",New York Macmillan Co. 1964,1964,1915,1964,,,The scorching wind,ir,,chirandom
20737,132,,,"Fox, Paula,","New York Harcourt, Brace & Co. 1967",1967,,1967,,,Poor George,us,,chirandom
20812,1269,,,"Breslin, Jimmy,",New York Viking Press 1969,1969,,1969,,,The gang that couldn't shoot straight,us,,chirandom
20752,526,,,"Nathan, Robert,",New York Alfred A. Knopf 1967,1967,1894,1967,,,Stonecliff,us,,chirandom
20782,342,,,"L'Amour, Louis,",New York; Toronto Bantam Booksantam Books 1968,1968,1908,1968,,,Down the long hills,us,,chirandom
20569,59,,,"Anderson, William C.",New York Crown Publishers 1964,1964,1920,1964,,,Adam M-1,us,,chirandom
20476,735,,,"Vonnegut, Kurt,",New York Medal Books 1961,1961,,1961,,,Mother Night,us,,chirandom
21070,140,,,"Wambaugh, Joseph,",Boston G.K. Hall 1972,1972,,1972,,,The blue knight,us,,chimyst
21421,196,,,"Faust, Ron,",Indianapolis Bobbs-Merrill 1977,1977,,1977,,,The wolf in the clouds,us,,chimyst
21219,523,,,"Shannon, Dell,",New York Morrow 1974,1974,1921,1974,,,Crime file,us,,chimyst
23541,1344,,,"MacLean, Alistair,","Garden City; N.Y. Doubleday, Page & Co. 1971",1971,1922,1971,,,Bear Island,uk,,chimyst
21536,670,,,"Jevons, Marshall,"," Glen Ridge, N.J. : T. Horton 1978",1978,,1978,,,Murder at the margin,us,,chimyst
21533,375,,,"Hjortsberg, William,","New York Harcourt, Brace & Co. 1978",1978,1941,1978,,,Falling angel,us,,chimyst
21345,790,,,"McBain, Ed,",New York Random House 1976,1976,1926,1976,,,So long as you both shall live,us,,chimyst
21152,293,,,"Williams, Charles,",New York Putnam 1973,1973,1909,1973,,,Man on a leash,us,,chimyst
21539,321,,,"Kaminsky, Stuart M,",New York St. Martin's Press 1978,1978,,1978,,,You bet your life,us,,chimyst
21560,134,,,"Mcdonald, Gregory,",New York Avon 1978,1978,1937,1978,,,Fletch's fortune,us,,chimyst
20996,253,,,"Thomas, Ross,",New York Morrow 1971,1971,1926,1971,,,The fools in town are on our side,us,,chimyst
21257,679,,,"Gifford, Thomas,",New York Putnam 1975,1975,,1975,,,The wind chill factor,us,,chimyst
21569,429,,,"Sanchez, Thomas,",New York E.P. Dutton 1978,1978,,1978,,,Zoot-suit murders,us,,chimyst
21191,136,,,"Ludlum, Robert,",New York Dell 1974,1974,1927,1974,,,The Matlock paper,us,,chimyst
21640,780,,,"MacLeod, Charlotte,","Garden City; N.Y. Doubleday, Page & Co. 1979",1979,,1979,,,The family vault,us,,chimyst
21608,332,,,"Coffman, Virginia,",New York Arbor House 1979,1979,,1979,,,Dinah Faire,us,,chirandom
21458,550,,,"Niven, Larry,",Chicago Playboy Press 1977,1977,,1977,,,Lucifer's hammer,us,,chirandom
21072,2678,,,"Welty, Eudora,",New York Random House 1972,1972,1909,1972,,,The optimist's daughter,us,,chirandom
21111,321,,,"Kurtz, Katherine,",New York Ballantine Books 1973,1973,,1973,,,High Deryni,us,,chirandom
21313,443,,,"Dickson, Gordon R,","Garden City; N.Y. Doubleday, Page & Co. 1976",1976,,1976,,,The dragon and the George,us,,chirandom
21685,149,,,"Zebrowski, George,",New York Harper & Bros. 1979,1979,1945,1979,,,Macrolife,us,,chirandom
21054,229,,,"Rechy, John,",New York Viking Press 1972,1972,,1972,,,The fourth angel,us,,chirandom
21202,748,,,"Nin, Anais,",Chicago Swallow Press 1974,1974,1903,1974,,,Cities of the interior,us,,chirandom
21080,356,,,"Bova, Ben,",New York Walker 1973,1973,1932,1973,,,Forward in time,us,,chirandom
23538,803,,,"Cookson, Catherine,",Indianapolis Bobbs-Merrill 1971,1971,,1971,,,The dwelling place,uk,,chirandom
21166,198,,,"Duncan, Lois,",New York Dell Pub. Co. 1974,1974,1934,1974,,,Down a dark hall,us,,chirandom
21024,113,,,"Hall, Richard,",New York Delacorte Press 1972,1972,1931,1972,,,Long George Alley,us,,chirandom
21025,366,,,"Harrison, Harry,",New York Charles Scribner's Sons 1972,1972,1925,1972,,,Stonehenge,us,,chirandom
21407,2516,,,"Cheever, John,",New York Alfred A. Knopf 1977,1977,,1977,,,Falconer,us,,chirandom
21549,568,,,"Llywelyn, Morgan,",Boston Houghton Mifflin Co. 1978,1978,,1978,,,The wind from Hastings,us,,chirandom
22407,868,,,"Perry, Thomas,",New York Charles Scribner's Sons 1985,1985,1947,1985,,,Big fish,us,,chimyst
22761,768,,,"Pronzini, Bill,",New York St. Martin's Press 1987,1987,,1987,,,The lighthouse,us,,chimyst
22098,973,,,"MacLeod, Charlotte,","Garden City; N.Y. Doubleday, Page & Co. 1983",1983,,1983,,,The Bilbao looking glass,us,,chimyst
21725,142,,,"Gifford, Barry,", Berkeley : Creative Arts Book Co. 1980,1980,1946,1980,,,Port Tropique,us,,chimyst
22895,483,,,"Hall, Parnell,",New York D.I. Fine 1988,1988,,1988,,,Favor,us,,chimyst
22249,918,,,"Peters, Elizabeth,",New York Congdon & Weed : Distributed by St. Martin's Press 1984,1984,1927,1984,,,Die for love,us,,chimyst
22507,358,,,"Gorman, Edward,",New York St. Martin's Press 1986,1986,,1986,,,Murder straight up,us,,chimyst
22519,601,,,"Hiaasen, Carl,",New York Putnam 1986,1986,,1986,,,Tourist season,us,,chimyst
22544,276,,,"Maxwell, A. E,","Garden City; N.Y. Doubleday, Page & Co. 1986",1986,,1986,,,The frog and the scorpion,us,,chimyst
23579,875,,,"Peters, Ellis,",New York Morrow 1981,1981,1913,1981,,,Saint Peter's Fair,uk,,chimyst
22875,819,,,"Ellroy, James,",New York Mysterious Press 1988,1988,1948,1988,,,The big nowhere,us,,chimyst
21828,492,,,"DeAndrea, William L,","Garden City; N.Y. Doubleday, Page & Co. 1981",1981,,1981,,,Killed in the act,us,,chimyst
22902,466,,,"Healy, J. F. 1948-  (Jeremiah F.),",New York Harper & Bros. 1988,1988,,1988,,,Swan dive,us,,chimyst
22728,763,,,"Lutz, John,",New York Henry Holt & Co. 1987,1987,1939,1987,,,Scorcher,us,,chimyst
22351,427,,,"Grafton, Sue,",New York Henry Holt & Co. 1985,1985,,1985,,,B is for burglar,us,,chimyst
22597,873,,,"Weaver, Will,",New York; N.Y. . : Simon & Schuster 1986,1986,,1986,,,Red earth: white earth,us,,chirandom
22739,1634,,,"Michaels, Barbara,",New York Atheneum 1987,1987,1927,1987,,,Search the shadows,us,,chirandom
23070,286,,,"Dillard, J. M.  (Jeanne M.),",New York Pocket Books 1989,1989,,1989,,,Star trek V: the final frontier,us,,chirandom
22570,282,,,"Robards, Karen,",New York Warner Books 1986,1986,,1986,,,Loving Julia,us,,chirandom
21909,371,,,"Willis, Meredith Sue,",New York Charles Scribner's Sons 1981,1981,,1981,,,Higher ground,us,,chirandom
22742,551,,,"Nichols, John Treadwell,",New York Henry Holt & Co. 1987,1987,1940,1987,,,American blood,us,,chirandom
22708,3147,,,"King, Stephen,","New York; N.Y. ., U.S.A. : Viking 1987",1987,1947,1987,,,Misery,us,,chirandom
21821,392,,,"Cherryh, C. J,",New York Daw Books 1981,1981,,1981,,,Downbelow station,us,,chirandom
22068,436,,,"Dyer, Wayne W,",New York Simon & Schuster 1983,1983,,1983,,,Gifts from Eykis,us,,chirandom
22320,237,,,"Cherryh, C. J,",New York Y : DAW Books 1985,1985,,1985,,,The kif strike back,us,,chirandom
23167,1892,,,"Price, Eugenia,","New York Doubleday, Page & Co. 1989",1989,,1989,,,Stranger in Savannah,us,,chirandom
23049,227,,,"Busbee, Shirlee,",Boston; Mass. s. : G.K. Hall 1989,1989,,1989,,,Midnight masquerade,us,,chirandom
21751,258,,,"Leavitt, Caroline,",New York Seaview Books 1980,1980,,1980,,,Meeting Rozzy halfway,us,,chirandom
22169,573,,,"Childress, Mark,",New York Alfred A. Knopf 1984,1984,,1984,,,A world made of fire,us,,chirandom
22821,2328,,,"Asimov, Isaac,","New York Doubleday, Page & Co. 1988",1988,1920,1988,,,Prelude to Foundation,us,,chirandom
njp.32101067487007,8958204,7121717,,"Walpole, Horace,","Edinburgh;Printed by James Ballantyne and Co., for John Ballantyne and Company, Edinburgh;London;Longman, Hurst, Rees, Orme, and Brown;1811.",1811,1717,1764,,,The castle of Otranto;,uk,m,pbgothic
uc2.ark+=13960=t1td9p949,7670886,3916924,,"Reeve, Clara,",London;E. and C. Dilly;1778,1778,1729,1777,,,The old English baron,uk,f,pbgothic
mdp.39015039369650,167757,32136573,,"Lee, Sophia,",London;T. Cadell and W. Davies;1804.,1804,1750,1785,v.2,,The recess;,uk,f,pbgothic
uiuo.ark+=13960=t9h41nx14,8724075,629922,,"Beckford, William,","London;Printed for W. Clarke, New Bond street;1816.",1816,1760,1786,,,Vathek,uk,m,pbgothic
nyp.33433074911532,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,1749,1788,v. 4,,Emmeline,uk,f,pbgothic
nyp.33433074955091,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,1764,1790,v. 2,,A Sicilian romance,uk,f,pbgothic
nnc1.cu58506756,8434485,9590696,,"Radcliffe, Ann Ward,","Philadelphia;Reprinted and sold by Thomas Bradford, book-seller and stationer, No. 8, South Front street.;1795.",1795,1764,1791,,,The romance of the forest,uk,f,pbgothic
mdp.39015063950102,781722,44887870,,"Radcliffe, Ann Ward,","London;Longman, Hurst, Rees & Orme;1806.",1806,1764,1794,v.2,,The mysteries of Udolpho,uk,f,pbgothic
uva.x000498882,9780276,19769848,,"Godwin, William,",New York;Harper and Brothers;1856.,1856,1756,1794,V.1-2,,The adventures of Caleb Williams,uk,m,pbgothic
njp.32101062743727,9042425,13635486,,"Roche, Regina Maria,",Exeter [N.H.;J. & B. Williams;1828.,1828,1764,1764,v.3,,The children of the abbey,ir,f,pbgothic
nyp.33433074874748,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,1775,1796,v. 3,,The monk,uk,m,pbgothic
mdp.39015004880715,540357,26687518,,"Dickens, Charles,",London;New York;Macmillan and co.;1908.,1908,1812,1841,,,The old curiosity shop,uk,m,pbgothic
nyp.33433074955109,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,1764,1790,v. 1,,A Sicilian romance,uk,f,pbgothic
njp.32101051650776,8899606,4321242,PR5202.M9 1828,"Radcliffe, Ann Ward,",Philadelphia;J. J. Woodward;1828.,1828,1764,1794,vol.1,,The mysteries of Udolpho,uk,f,pbgothic
nyp.33433074911508,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,1749,1788,v. 1,,Emmeline,uk,f,pbgothic
nyp.33433074874300,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,1775,1796,v. 1,,The monk,uk,m,pbgothic
mdp.39015005076883,584495,819179,PZ3.B814 vol.1,"Brown, Charles Brockden,",Philadelphia;D. McKay;1887,1887,1771,1798,,,"Wieland; or, The transformation",us,m,pbgothic
mdp.39015003931113,392197,62082920,,"Godwin, William,","London;H. Colburn and R. Bentley; [etc., etc.;1832.",1832,1756,1799,,,St. Leon: a tale of the sixteenth century,uk,m,pbgothic
hvd.hwpn81,9720312,12429749,,"Maturin, Charles Robert,",Paris;Truchy's French and English Library;1828;(Paris;Goetschy),1828,1782,1816,,,"Bertram, or, The castle of St-Aldobrand",ir,m,pbgothic
njp.32101037977574,8889025,777049387,,"Dacre, Charlotte,",London;T. Cadell and W. Davies;1807.,1807,1771,1807,vol.3-4,,The libertine;,uk,f,pbgothic
uc1.31158008377706,439042,1215156,,"Austen, Jane,","London;Toronto;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1922.",1922,1775,1818,,,Northanger abbey,uk,f,pbgothic
uva.x000960744,9776004,8523153,PS2066.A1 1873,"Irving, Washington,",New York;G.P. Putnam;1868,1873,1783,1820,,,"The sketch-book of Geoffrey Crayon, gent. [pseud.]",us,m,pbgothic
mdp.39015021040004,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1820,v.1,,Melmoth the wanderer,ir,m,pbgothic
mdp.39015021039998,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1820,v.2,,Melmoth the wanderer,ir,m,pbgothic
mdp.39015021039980,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1821,v.3,,Melmoth the wanderer,ir,m,pbgothic
uc1.b3575696,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. Colburn;1826.,1826,1764,1826,v.1,"History;Henry III, 1216-1272;Great Britain;Fiction",Gaston de Blondeville,uk,f,pbgothic
uc1.b3575698,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. Colburn;1826.,1826,1764,1826,v.3,"History;Henry III, 1216-1272;Great Britain;Fiction",Gaston de Blondeville,uk,f,pbgothic
nyp.33433074937610,8664083,223417,,"Lytton, Edward Bulwer Lytton,",New York;J. & J. Harper;1830.,1830,1803,1827,,,Falkland,uk,m,pbgothic
nyp.33433081585105,8644958,5797357,,"Irving, Washington,",Paris;Baudry's European Library;1840.,1840,1783,1832,,,Tales of the Alhambra,us,m,pbgothic
njp.32101032308387,8888080,8909779,,"Lytton, Edward Bulwer Lytton,",Philadelphia;J.B. Lippincott;1881.,1881,1803,1832,,,Eugene Aram,uk,m,pbgothic
uc2.ark+=13960=t1mg7hw3f,7648454,3727345,PZ3.L998G6,"Lytton, Edward Bulwer Lytton,",London;New York;Routledge;188-,1880,1803,1833,,,Godolphin,uk,m,pbgothic
mdp.39015002313487,478831,1846344,,"Hawthorne, Nathaniel,","London;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1915",1915,1804,1837,,,Twice-told tales,us,m,pbgothic
mdp.39015000551799,540236,13280368,PZ3.D55O115,"Dickens, Charles,",New York;Hurd and Houghton;1867.,1867,1812,1838,,,Oliver Twist,uk,m,pbgothic
uc1.31822038205001,10824291,3280190,PZ3.P752N2,"Poe, Edgar Allan,",London;Wiley and Putnam;1838,1838,1809,1838,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America",us,m,pbgothic
nyp.33433074919402,8663847,36143063,,"Ainsworth, William Harrison,",London;New York;G. Routledge;1858.,1858,1805,1840,,"Lady;English fiction;1537-1554;Grey, Jane;Fiction",The Tower of London,uk,m,pbgothic
njp.32101068601341,8973659,6629051,,"Poe, Edgar Allan,",Leipzig;B. Tauchnitz;1884.,1884,1809,1843,,,Tales by Edgar Allan Poe,us,m,pbgothic
njp.32101075374379,9026153,15496734,PR5221.R35M88 1845,"Reynolds, George W. M.",London;G. Vickers;1845-1848.,1845,1814,1844,v.1,,The mysteries of London,uk,m,pbgothic
uc1.32106010644463,8323033,6338680,,"Reynolds, George W. M.",London;G. Vickers;1846-48.,1846,1814,1846,v.4,,The mysteries of London,uk,m,pbgothic
uiuo.ark+=13960=t2j683k08,7585723,4420260,PZ3.R336My 2,"Reynolds, George W. M.",London;J. Dicks;1850-56].,1850,1814,1850,v.3-4,,The mysteries of the court of London,uk,m,pbgothic
inu.30000060903741,6057971,11412156,,"Ainsworth, William Harrison,",London;New York;G. Routledge;188-?].,1880,1805,1849,,,The Lancashire witches,uk,m,pbgothic
mdp.39015004274992,478557,274628,,"Hawthorne, Nathaniel,","Boston;New York;Houghton, Mifflin company;c1882",1882,1804,1846,,,Mosses from an old manse,us,m,pbgothic
mdp.39076006220961,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;J. Grant;1908.,1907,1816,1847,v.1,,Jane Eyre,uk,f,pbgothic
mdp.39076006220979,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;J. Grant;1908.,1907,1816,1847,v.2,,Jane Eyre,uk,f,pbgothic
nyp.33433074931118,420967,7611990,,"Brontë, Emily,","New York;Harper & Brothers, Publishers, 82 Cliff Street;1848.",1848,1818,1847,,,Wuthering Heights,uk,f,pbgothic
uva.x000180089,9793718,34554465,PZ3.H318Sc20,"Hawthorne, Nathaniel,","Boston, New York;Houghton, Mifflin and co.;1889.",1889,1804,1850,,,The scarlet letter,us,m,pbgothic
uc2.ark+=13960=t2r49vz0v,7699745,8198683,,"Hawthorne, Nathaniel,","Boston;Houghton, Mifflin;1893, [c1883",1883,1804,1851,,,The house of the seven gables,us,m,pbgothic
mdp.49015001286492,4511771,78080726,,"Brontë, Charlotte,","London;Smith, Elder;1905.",1905,1816,1853,,,Villette,uk,f,pbgothic
uc2.ark+=13960=t2h70nx9q,7705645,78798411,,"MacDonald, George,","London;Daldy, Isbister, & Co.;1874.",1874,1824,1858,v.1,,Phantastes,uk,m,pbgothic
uc2.ark+=13960=t9862rx2r,7705645,78798411,,"MacDonald, George,","London;Daldy, Isbister, & Co.;1874.",1874,1824,1858,v.2,,Phantastes,uk,m,pbgothic
mdp.39015038723360,122875,2673386,PZ3.C697Wo 10,"Collins, Wilkie,",New York;The Century co.;1906.,1906,1824,1860,,,The woman in white,uk,m,pbgothic
nyp.33433074945779,8663981,291965,PZ3.C697.Ar2,"Collins, Wilkie,",New York;Harper & Brothers;1873,1873,1824,1866,,,Armadale,uk,m,pbgothic
uc1.b250127,006502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.1,,Uncle Silas,ir,m,pbgothic
uc1.b250128,006502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.2,,Uncle Silas,ir,m,pbgothic
uc1.b250129,006502425,5515317,,"Le Fanu, Joseph Sheridan,",London;R. Bentley;1864.,1864,1814,1864,v.3,,Uncle Silas,ir,m,pbgothic
uva.x000237148,009780471,20658959,,"Dickens, Charles,","Boston;Houghton, Mifflin and company;1881.",1881,1812,1865,,,Our mutual friend,uk,m,pbgothic
inu.30000007695723,006059136,05237816,PZ3.L518I,"Le Fanu, Joseph Sheridan,",London;R. Bentley & son;1886.,1886,1814,1872,,,In a glass darkly,ir,m,pbgothic
mdp.39015026244999,000123462,37217567,,"Collins, Wilkie,",Toronto;Chicago [etc.;Rose-Belford publishing company;1878.,1878,1824,1878,,,The haunted hotel,uk,m,pbgothic
mdp.39015063559390,000321854,09086569,,"Oliphant,",London;Macmillan and co.;1883.,1883,1828,1882,,,A little pilgrim in the unseen,uk,f,pbgothic
coo.31924013476498,011405492,63963369,,"Haggard, H. Rider",London;New York;Cassell;1912.,1912,1856,1885,,,King Solomon's mines,uk,m,pbgothic
mdp.39015059642994,000123543,04470724,,"Stevenson, Robert Louis,",New York;C. Scribner's Sons;1903.,1903,1850,1886,,,Strange case of Dr. Jekyll and Mr. Hyde,uk,m,pbgothic
nyp.33433074866686,006156115,00421426,,"Kipling, Rudyard,",Philadelphia;H. Altemus;c1898,1898,1865,1888,,,Plain tales from the hills,uk,m,pbgothic
